original_text,edited_text,count,asp_category_1,asp_category_2,asp_category_3
Crime Is Lower At Adabraka As Compared To Old Fadama Here^,,1,"Peacefulness, safety, or cleanliness",,
Crime Is Relatively Low There^,,1,"Peacefulness, safety, or cleanliness",,
Due To It Peaceful  Nature ^,,1,"Peacefulness, safety, or cleanliness",,
Due To It'S Serene Place ^,,1,"Peacefulness, safety, or cleanliness",,
Due To Serene Nature Of The Place ^,,1,"Peacefulness, safety, or cleanliness",,
Due To The  Calm Nature Of The Place And Friendly People ^,,1,"Peacefulness, safety, or cleanliness",,
Due To The  Peaceful Nature Of The Place ^,,1,"Peacefulness, safety, or cleanliness",,
Due To The Calm Nature Of The Environment ^,,1,"Peacefulness, safety, or cleanliness",,
Due To The Serene Environment ^,,1,"Peacefulness, safety, or cleanliness",,
Due To The Serene Nature Of The  Place^,,1,"Peacefulness, safety, or cleanliness",,
East Legon Is Quiet And Serene^,,1,"Peacefulness, safety, or cleanliness",,
For More Relaxed Life^,,1,"Peacefulness, safety, or cleanliness",,
For My Peace^,,1,"Peacefulness, safety, or cleanliness",,
For Peace Of Mind ^,,1,"Peacefulness, safety, or cleanliness",,
Ghana Is More Peaceful Than Nigeria^,,1,"Peacefulness, safety, or cleanliness",,
Have Peace^,,1,"Peacefulness, safety, or cleanliness",,
Here In South Africa Therecis Too Much Crime~I Came For Making Money And Going Back Home^,,1,"Peacefulness, safety, or cleanliness",,
Here There Is Crime E And Discrimination^,,1,"Peacefulness, safety, or cleanliness",,
I Just Want To Relax And Rest^,,1,"Peacefulness, safety, or cleanliness",,
I Like The Place ^~It Is Quieter There Compared To Akotolante ^,,1,"Peacefulness, safety, or cleanliness",,
I Like The Place~ It Is Quiet And Peaceful^,,1,"Peacefulness, safety, or cleanliness",,
I Like The Place~The Peace And Tranquility Of The Place^,,1,"Peacefulness, safety, or cleanliness",,
I Love Ghana Because There Is No Tension Here^,,1,"Peacefulness, safety, or cleanliness",,
I Love My Country Is Peaceful^,,1,"Peacefulness, safety, or cleanliness",,
I Love The Area Because Is Very Secure And Safe^,,1,"Peacefulness, safety, or cleanliness",,
I Love The Atmosphere And The Neighborhood^,,1,"Peacefulness, safety, or cleanliness",,
I Love The Place~It Has Piece Of Mind And A Very Private Life^,,1,"Peacefulness, safety, or cleanliness",,
I Think It Is Quiet Place And I Can Rest There^,,1,"Peacefulness, safety, or cleanliness",,
I Want To Have Peace Away From Family Troubles ^,,1,"Peacefulness, safety, or cleanliness",,
I'Ll Be Safe At Home Than Here^,,1,"Peacefulness, safety, or cleanliness",,
Is Not Overcrowded ^,,1,"Peacefulness, safety, or cleanliness",,
It Is A Clean Environment^,,1,"Peacefulness, safety, or cleanliness",,
It Is A Developed And Peaceful Country^,,1,"Peacefulness, safety, or cleanliness",,
It Is A Developing Area With Lots Of Opportunities ^,,1,"Peacefulness, safety, or cleanliness",,
It Is A Good Place To Rest^,,1,"Peacefulness, safety, or cleanliness",,
It Is A Good Place To Retire To^,,1,"Peacefulness, safety, or cleanliness",,
It Is A Good Place^,,2,"Peacefulness, safety, or cleanliness",,
It Is A More Peaceful Place ^~My Family Will Be There^~It Is More Developed ^,,1,"Peacefulness, safety, or cleanliness",,
It Is A Peaceful Area And Close To My Family Members ^,,1,"Peacefulness, safety, or cleanliness",,
It Is A Peaceful Place ^,,1,"Peacefulness, safety, or cleanliness",,
It Is A Peaceful Place To Rest In Compared To This Noisy Place^,,1,"Peacefulness, safety, or cleanliness",,
It Is A Peaceful Place Where You Can Find Rest^,,1,"Peacefulness, safety, or cleanliness",,
It Is A Very Peaceful Place And Safe^,It is a very peaceful and safe place.,1,"Peacefulness, safety, or cleanliness",,
It Is Cool And Nice.^,It is cool and nice.,1,"Peacefulness, safety, or cleanliness",,
It Is More Peaceful Than Where I Came From^,It is more peaceful than where I came from.,1,"Peacefulness, safety, or cleanliness",,
It Is Peaceful^,,1,"Peacefulness, safety, or cleanliness",,
It Is Quiet Place^,It is a quiet place.,1,"Peacefulness, safety, or cleanliness",,
It Is Quiet^,It is quiet.,1,"Peacefulness, safety, or cleanliness",,
It Is Well Planned And Peaceful^,It is well planned and peaceful.,1,"Peacefulness, safety, or cleanliness",,
It'S  A Quite Place To Stay^,It is a quiet place to stay.,1,"Peacefulness, safety, or cleanliness",,
It'S  A Serene Place To Live^,It is a serene place to live.,1,"Peacefulness, safety, or cleanliness",,
It'S  Away From The City Filth~ Noise And Congestion. ^,"It is away from the city filth, noise, and congestion.",1,"Peacefulness, safety, or cleanliness",,
It'S  Away From The Filthy Area That I Stay In Currently. ^,It is away from the filthy area I stay in currently.,1,"Peacefulness, safety, or cleanliness",,
It'S A Quite Place Away From Family And Friends ^,It is a quiet place away from family and friends.,1,"Peacefulness, safety, or cleanliness",,
It'S A Serene Place To Live^,It is a serene place to live.,1,"Peacefulness, safety, or cleanliness",,
It'S In The Rural Area~ More Fresh Air^,,1,"Peacefulness, safety, or cleanliness",,
It'S Less Noisy^,,1,"Peacefulness, safety, or cleanliness",,
It'S Nice And Quiet^,,1,"Peacefulness, safety, or cleanliness",,
It'S Nice To Be At The Rural Area'S^,,1,"Peacefulness, safety, or cleanliness",,
It'S Peaceful As Compared To Where I Came From.^,,1,"Peacefulness, safety, or cleanliness",,
It'S Peaceful~ You Just Think About Your Plants That All~ No Stress^,,1,"Peacefulness, safety, or cleanliness",,
It'S Safe And Secured^,,1,"Peacefulness, safety, or cleanliness",,
It'S Safe There And Good Environment^,,1,"Peacefulness, safety, or cleanliness",,
Its A Peaceful Place ^,It is a peaceful place.,1,"Peacefulness, safety, or cleanliness",,
Its Peaceful ^,It is peaceful.,1,"Peacefulness, safety, or cleanliness",,
Its So Peaceful ^,It is so peaceful.,1,"Peacefulness, safety, or cleanliness",,
Its Well Planned And  Clean^~Its A Serene Community ^,"It is a well-planned, clean, and serene community.",1,"Peacefulness, safety, or cleanliness",,
Kasoa Is Relatively Clean^,Kasoa is relatively clean.,1,"Peacefulness, safety, or cleanliness",,
Kasoa Is Relatively Neater^,Kasoa is relative neater.,1,"Peacefulness, safety, or cleanliness",,
Kayole Is Overcrowded ^,Kayole is overcrowded.,1,"Peacefulness, safety, or cleanliness",,
Kenya Is Peaceful ^,Kenya is peaceful.,4,"Peacefulness, safety, or cleanliness",,
Korle-Bu Is A More Formal Neighbourhood^,Korle-Bu is a more formal neighborhood,1,"Peacefulness, safety, or cleanliness",,
L Love The Place Because Is Very Safe Unlike Diepsloot^,"I love the place because it is very safe, unlike Diepsloot",1,"Peacefulness, safety, or cleanliness",,
Madina Is A Formal Residential Area~ This Place Is Temporary^,Madina is a formal residential area. This place is temporary.,1,"Peacefulness, safety, or cleanliness",,
Madina Is More Formal Neighbourhood^,Madina is a more formal neighborhood.,1,"Peacefulness, safety, or cleanliness",,
Madina Is Nicer (Relatively Planned) Than Old Fadama^,Madina is relatively planned and nicer than Old Fadama.,1,"Peacefulness, safety, or cleanliness",,
More Peaceful ^,It is more peaceful.,1,"Peacefulness, safety, or cleanliness",,
More Peaceful Here^,It is more peaceful here.,1,"Peacefulness, safety, or cleanliness",,
No One Bothers Me Here^,No one bothers me here.,1,"Peacefulness, safety, or cleanliness",,
No War^,There is no war.,1,"Peacefulness, safety, or cleanliness",,
Peace ^,There is peace.,1,"Peacefulness, safety, or cleanliness",,
Peace Is All What I Need.^,Peace is all that I need.,1,"Peacefulness, safety, or cleanliness",,
Peace^,There is peace.,1,"Peacefulness, safety, or cleanliness",,
Peaceful  Country^,It is a peaceful country.,1,"Peacefulness, safety, or cleanliness",,
Peaceful And Quiet ^,It is peaceful and quiet.,1,"Peacefulness, safety, or cleanliness",,
Peaceful Coexistence ^,There is peaceful coexistence.,2,"Peacefulness, safety, or cleanliness",,
Peaceful Environment ^,It is a peaceful environment.,2,"Peacefulness, safety, or cleanliness",,
Peaceful Nice And Quiet^,"There is peaceful, nice, and quiet.",1,"Peacefulness, safety, or cleanliness",,
Peacefully ^,I can live there peacefully.,1,"Peacefulness, safety, or cleanliness",,
Place Is Less Noisy^,The place is less noisy.,1,"Peacefulness, safety, or cleanliness",,
Place Is Peaceful ^,The place is peaceful.,1,"Peacefulness, safety, or cleanliness",,
Place Less Noisy ^,The place is less noisy.,1,"Peacefulness, safety, or cleanliness",,
Qiute And Peaceful ^,It is quiet and peaceful.,1,"Peacefulness, safety, or cleanliness",,
Quiet And Beautiful ^,It is quiet and beautiful.,1,"Peacefulness, safety, or cleanliness",,
Quite Neighbourhood^,It is a quiet neighborhood.,1,"Peacefulness, safety, or cleanliness",,
Sanitation In Mamprobi Is Relatively Better^,The sanitation in Mamprobi is relatively better.,1,"Peacefulness, safety, or cleanliness",,
Sanitation Is Improved There Than Here. This Place Is Also Informal Neighbourhood^,The sanitation is improved there. This place is an informal neighborhood.,1,"Peacefulness, safety, or cleanliness",,
She Love Parktown Because Is More Quite Then Berea.^,I love Parktown because it is more quiet than Berea.,1,"Peacefulness, safety, or cleanliness",,
That  Is Where  I Can  Have The Peace Of Mind During  Retirement ^,That is where I can have peace of mind during retirement.,1,"Peacefulness, safety, or cleanliness",,
That Is  The Best Place For Rest^,That is the best place for rest.,1,"Peacefulness, safety, or cleanliness",,
That Is The Place I Will Like To Rest^,That is the place I will like to rest.,1,"Peacefulness, safety, or cleanliness",,
That Is Where I  Can Get The Best Form Of Relaxation ^,That is where I can get the best form of relaxation.,1,"Peacefulness, safety, or cleanliness",,
That Place Is More Dignified Than Old Fadama^,That place is more dignified than Old Fadama.,1,"Peacefulness, safety, or cleanliness",,
That'S Where I Wanna Relax At^,That is where I want to relax at.,1,"Peacefulness, safety, or cleanliness",,
The Area Is Neat And Better Organised Than Where I Am Staying Currently.^,The area is neat and better organized than where I am staying currently.,1,"Peacefulness, safety, or cleanliness",,
The Area Is Peaceful And Safe ^,The area is peaceful and safe.,1,"Peacefulness, safety, or cleanliness",,
The Country Is Very Peaceful ^,The country is very peaceful.,1,"Peacefulness, safety, or cleanliness",,
The Neighbourhood Is Peaceful^,The neighborhood is peaceful.,1,"Peacefulness, safety, or cleanliness",,
The Neighbourhood Is Very Calm To Me^,The neighborhood is very calm to me.,1,"Peacefulness, safety, or cleanliness",,
The Place Is Cool And Peaceful For Resting. ^,The place is cool and peaceful for resting.,1,"Peacefulness, safety, or cleanliness",,
The Place Is Good And Quiet^,The place is good and quiet.,1,"Peacefulness, safety, or cleanliness",,
The Place Is Less Crowded ^,The place is less crowded.,1,"Peacefulness, safety, or cleanliness",,
The Place Is Neat And Quiet ^,The place is neat and quiet.,1,"Peacefulness, safety, or cleanliness",,
The Place Is Peaceful.^,The place is peaceful.,1,"Peacefulness, safety, or cleanliness",,
The Place Is Peacfull^,The place is peaceful.,1,"Peacefulness, safety, or cleanliness",,
The Place Is Very Safe^,The place is very safe.,1,"Peacefulness, safety, or cleanliness",,
The Quiet  And Neat Environment ^,The quiet and neat environment.,1,"Peacefulness, safety, or cleanliness",,
There Is No Peace In Congo^,There is no peace in Congo.,1,"Peacefulness, safety, or cleanliness",,
There'S Lots Of Crime Here^,There is lots of crime here.,1,"Peacefulness, safety, or cleanliness",,
There'S Peace Of Mind^,There is peace of mind.,1,"Peacefulness, safety, or cleanliness",,
This Is A Calm Neighbourhood ^,It is a calm neighborhood.,1,"Peacefulness, safety, or cleanliness",,
This Neighbourhood  Is Very Peaceful ^,This neighborhood is very peaceful.,1,"Peacefulness, safety, or cleanliness",,
This Place Iam Now Is More Secured Than My Home Country^,This place I am now is more secure than my home country.,1,"Peacefulness, safety, or cleanliness",,
This Place Is Nice And Peaceful^,This place is nice and peaceful.,1,"Peacefulness, safety, or cleanliness",,
This Place Is Peaceful ^,This place is peaceful.,1,"Peacefulness, safety, or cleanliness",,
This Place Is Too Noisy ^,This place is too noisy.,1,"Peacefulness, safety, or cleanliness",,
To Get Rest ^,I want to get rest.,1,"Peacefulness, safety, or cleanliness",,
To Have Inner Peace Without Family Pressures ^,I want to have inner peace without family pressures.,1,"Peacefulness, safety, or cleanliness",,
To Rest^,I want to rest.,1,"Peacefulness, safety, or cleanliness",,
Vacation And Rest^,I want vacation and rest.,1,"Peacefulness, safety, or cleanliness",,
When You Get Old~ You Don'T Enjoy Being In The City.^,I will not enjoy being in the city when I get old.,1,"Peacefulness, safety, or cleanliness",,
Where There Is Less Crime And Peace^,There is peace and less crime.,1,"Peacefulness, safety, or cleanliness",,
That Is A More Cherished Neighbourhood Where  I May Afford To Buy Land^,That is a more cherished neighborhood. I may afford to buy land.,1,Personal preference or change,Available land or improved living conditions,
The Place Has Everything Good With Good Weather ^,It is a place where everything is good. It has good weather.,1,Personal preference or change,"Environment, geography, or natural landscape",
That Place Is A Better Place Full Of Good And Cool Environment ~Plus It Is A Peaceful  Place To End My Life Time In.^,That place is a better place. It is full of good and cool environments. It is a peaceful place to spend the end of my lifetime in.,1,Personal preference or change,"Exposure to activity, amenities, and culture",To retire or age in an appropriate place
New Place~ New Environment^,It is a new place. It is a new environment.,1,Personal preference or change,"Exposure to activity, amenities, and culture",
It Is A Decent Place And Also In Accra^,It is a decent place. It is also in Accra.,1,Personal preference or change,Familiarity or to remain in area,
The Place Is Appealing To Me~It'S Where People With Money Stays And I Hope In 10 Years Time I Would Have Money^,The place is appealing to me. It is where with people with money stay. I hope in ten years time I will have the money.,1,Personal preference or change,Friendliness or other attributes of population,Improved work or economic opportunities
The Place Is Nice ^~Respect For Those Who Stay There^,The place is nice. I have respect for those who stay there.,1,Personal preference or change,Friendliness or other attributes of population,
It'S Were I Feel Is A Nice Place And Most Business People Relocate There^,I feel it is a nice place. It is where most business people relocate.,1,Personal preference or change,Improved work or economic opportunities,
South Africa Is Better Than Back Home There Are Better Opportunities Here Even For Work And The Economy Is Better^,South Africa is better than back home. There are better opportunities here for work and the economy is better.,1,Personal preference or change,Improved work or economic opportunities,
I'Ve Always Wanted To Go To The Surbubs^,,1,Personal preference or change,"Peacefulness, safety, or cleanliness",
It'S A Cool And Collected Area^,It is a cool area. It is a collected area.,1,Personal preference or change,"Peacefulness, safety, or cleanliness",
That Place Is More Decent And Ghana In General Is More Peaceful Than Nigeria^,That place is more decent. Ghana in general is more peaceful than Nigeria.,1,Personal preference or change,"Peacefulness, safety, or cleanliness",
The Place Is So Cool And Freely Will Make Me Have Good And Peaceful Mind When Resting As Compared To Here In The City^,"The place is so cool. I will freely be in good and peaceful mind when resting, as compared to the city.",1,Personal preference or change,"Peacefulness, safety, or cleanliness",
To Be Independent And Have His Peace Of Mind.^,I want to be independent. I want to have my peace of mind.,1,Personal preference or change,"Peacefulness, safety, or cleanliness",
The Place Is Appealing To Me And It'S My Home Town^,The place is appealing to me. It is my home town.,1,Personal preference or change,Reunify with family or return to homeland,
To Go Live Or Finish My Life Time In The Village ^,I want to go live. I want to finish my lifetime in the village.,1,Personal preference or change,To retire or age in an appropriate place,
A Nice Place^,,1,Personal preference or change,,
Because I Like The Place^,,1,Personal preference or change,,
Because Is The Place I Like Very Much^,,1,Personal preference or change,,
Because Is The Place I Love ^,,1,Personal preference or change,,
Because It Is A Good Place^,,1,Personal preference or change,,
Better Life^,,2,Personal preference or change,,
Change Of Environment  Since I Was Born~ Raised~ Schooled  And Married In The Area Of Interview. ^,,1,Personal preference or change,,
Change Where I Grew Up^,,1,Personal preference or change,,
Condusive Environment ^,,1,Personal preference or change,,
Dream Place ^,,1,Personal preference or change,,
Green Pasture ^,,1,Personal preference or change,,
Harare^,,1,Personal preference or change,,
He Said Just To Explore ^,,1,Personal preference or change,,
Hillbrow^,,1,Personal preference or change,,
I Always Wanted To Stay In Sandton^,,1,Personal preference or change,,
I Always Wanted To Stay There^,,1,Personal preference or change,,
I Dream To Be There And Not Here^,,1,Personal preference or change,,
I Feel It'S Better To Go Out Of The City^,,1,Personal preference or change,,
I Have Always Wanted To Be There^,,1,Personal preference or change,,
I Just Just Want To Change Residence ^,,1,Personal preference or change,,
I Just Like That Place^,,1,Personal preference or change,,
I Just Like The Place^,,2,Personal preference or change,,
I Just Love The Area ^,,1,Personal preference or change,,
I Just Love The Lifestyle^,,1,Personal preference or change,,
I Just Love The Place~ Nothing Much^,,1,Personal preference or change,,
I Just Wish To Stay There^,,1,Personal preference or change,,
I Like Kenya ^,,1,Personal preference or change,,
I Like The Area^,,1,Personal preference or change,,
I Like The Place^,,1,Personal preference or change,,
I Really Love And Appreciate The Place Very Peaceful^,,1,Personal preference or change,,
I See It As The Best Place^,,1,Personal preference or change,,
I Will Be Spending My Money Going Around The World^,,1,Personal preference or change,,
I Would Live A Better Life Than Here In Diepsloot^,,1,Personal preference or change,,
It'S A Cool Place^,It is a cool place.,1,Personal preference or change,,
Its A Good  Cool Place ^,It is a good and cool place.,1,Personal preference or change,,
Its A Good Place ^,It is a good place.,1,Personal preference or change,,
Its A Nice  Place ^,It is a nice place.,1,Personal preference or change,,
Its My Dream Country ^,It is my dream country.,1,Personal preference or change,,
Its Where I Want To Be.^,It is where I want to be.,2,Personal preference or change,,
Just Like The Place When I See It Ontv^,I just like the place when I see it on TV.,1,Personal preference or change,,
Just Want To Start A New Life There^,I just want to start a new life there.,1,Personal preference or change,,
Life Is More Meaningful There^,Life is more meaningful there.,1,Personal preference or change,,
Live My Dream ^,I will live my dream.,1,Personal preference or change,,
Looks Good From The Books ^,It looks good from the books.,1,Personal preference or change,,
My Dream Country ^,It is my dream country.,1,Personal preference or change,,
My Dream Destination ^,It is my dream destination.,1,Personal preference or change,,
My My Dream ^,It is my dream.,1,Personal preference or change,,
Need To Change From Where I Was Born^,I need a change from where I was born.,1,Personal preference or change,,
New Scenery^,It offers new scenery.,1,Personal preference or change,,
Nice Place To Stay^,It is a nice place to stay.,1,Personal preference or change,,
Nice Place^,It is a nice place.,1,Personal preference or change,,
Nice Scenary^,It offers nice scenery,1,Personal preference or change,,
Plan Is To Settle In Ghana ^,My plan is to settle in Ghana.,1,Personal preference or change,,
She Likes The Neighborhood.^,I like the neighborhood.,1,Personal preference or change,,
She Said To Get A New Fresh Start And To Leave Diepsloot Since She Has Born Here And Prefer To Doe Somewhere Else.^,I want to get a fresh new start and leave Diepsloot since I was born here.,1,Personal preference or change,,
South Africa Is Better Than My Country Of Origin^,South Africa is better than my country of origin.,1,Personal preference or change,,
Stay At Kayole^,I will stay at Kayole.,2,Personal preference or change,,
That Is Were I Belong^,That is where I belong.,1,Personal preference or change,,
That Is Where I Belong^,That is where I belong.,2,Personal preference or change,,
That Place Is More Decent^,That place is more decent.,1,Personal preference or change,,
That Place Is Nicer Than Old Fadama^,That place is nicer than Old Fadama.,1,Personal preference or change,,
That'S Where My Heart Is^,That is where my heart is.,1,Personal preference or change,,
The Place Is Appealing To Me^,The place is appealing to me.,1,Personal preference or change,,
This Is Where I Would Have Lived For A Longer  Period Of Time ^,It is where I would have lived for a longer period of time.,1,Personal preference or change,,
To Be Away From Family Pressures ^,I want to be away from family pressures.,1,Personal preference or change,,
Very Wonderful ^,It is very wonderful.,1,Personal preference or change,,
Want To Live There^,I want to live there.,1,Personal preference or change,,
That'S Where I Can Afford To Buy Land And I'M Planning To^,That is where I can afford to buy land. I am planning to buy land.,1,Reduced expenses or hardship,Available land or improved living conditions,
Because There'S Plenty Of Food And Less Expenses ^,,1,Reduced expenses or hardship,"Exposure to activity, amenities, and culture",
Here At Berea The Rent Is Very Cheap~And There Shops~School~And Clinic Are Very Close^,,1,Reduced expenses or hardship,"Exposure to activity, amenities, and culture",
Less Expenses And Peaceful ^,There are less expenses. It is peaceful.,2,Reduced expenses or hardship,"Peacefulness, safety, or cleanliness",
Lesser Expenses And Peace Of Mind ^,There are less expenses. There is peace of mind.,1,Reduced expenses or hardship,"Peacefulness, safety, or cleanliness",
Life Is Abit Cheaper Home. Less Expenses. ^,Life is a bit cheaper at home. There are less expenses.,1,Reduced expenses or hardship,Reduced expenses or hardship,
Life Is Less Expensive^~You Get Basic Needs Like Water For Free^,Life is less expensive. You get basic needs like water for free.,1,Reduced expenses or hardship,Reduced expenses or hardship,
Because Here In Sa Everything Is About Money Unlike My Hometown^,,1,Reduced expenses or hardship,Reunify with family or return to homeland,
Life Is Less Expensive There^~My Family Is There^,Life is less expensive there. My family is there.,1,Reduced expenses or hardship,Reunify with family or return to homeland,
No Expenses And I'Ll Be With All My Family Members ^,There are no expenses. I will be with all my family members.,1,Reduced expenses or hardship,Reunify with family or return to homeland,
No Expenses And I'Ll Be With All My Family Members. ^,There are no expenses. I will be with all my family members.,1,Reduced expenses or hardship,Reunify with family or return to homeland,
Abudance Of Food And  Cost Of Leaving  Is Low^,,1,Reduced expenses or hardship,,
At Home Life Is Cheaper^,,1,Reduced expenses or hardship,,
City Life Is A Struggle^,,1,Reduced expenses or hardship,,
Cost  Of Living  Is Low^,,1,Reduced expenses or hardship,,
Everything Is Free That Side~ In The City You Have To Buy Everything^,,1,Reduced expenses or hardship,,
Here At Diepsloot~I Have Registered For A Rdp House As For Now The Rent Is Very Cheap ^,,1,Reduced expenses or hardship,,
Housing Is Affordable ^,,1,Reduced expenses or hardship,,
It'S A Informal Settlement But I Believe It'S Gonna Improve When Time Goes On^,I believe the informal settlement is going to improve when time goes on.,1,Reduced expenses or hardship,,
Less Cost Of Living^,There is a lower cost of living.,1,Reduced expenses or hardship,,
Less Expenses ^,There are less expenses.,1,Reduced expenses or hardship,,
Life At Bochum Isn'T Expensive Like Here^,Life in Bochum is not expensive like here.,1,Reduced expenses or hardship,,
Life Is Affordable ^,Life is affordable.,1,Reduced expenses or hardship,,
Life Is Cheaper Here^,Life is cheaper here.,1,Reduced expenses or hardship,,
Life Is Easier On Rent And Food^,Life is easier on rent and food.,1,Reduced expenses or hardship,,
Life Is Not Expensive There^,Life is not expensive there.,1,Reduced expenses or hardship,,
Life There Is Cheap^,Life there is cheap.,1,Reduced expenses or hardship,,
No Expenses ^,There are no expenses.,1,Reduced expenses or hardship,,
No More Expenses ^,There are no more expenses.,1,Reduced expenses or hardship,,
Rent Is Cheap^,The rent is cheap there.,1,Reduced expenses or hardship,,
Rural Life Is Cheap Than Urban Life^,Rural life is cheaper than urban life.,1,Reduced expenses or hardship,,
This Is Where I Can Afford To Rent ^,It is where I can afford to rent.,1,Reduced expenses or hardship,,
Close To Family^~Access To Land^,,1,Reunify with family or return to homeland,Available land or improved living conditions,
Imy Child And Family Home Is There~And Whilst I'M Working Herec I'M Building At Home For Future^,"My child and family home is there. And while I'm working here, I'm building a home for the future.",1,Reunify with family or return to homeland,Available land or improved living conditions,Improved work or economic opportunities
It'S Where I Belong And Where My House Is^,It is where I belong. It is where my house is.,1,Reunify with family or return to homeland,Available land or improved living conditions,
It'S Where I Grew Up And I Plan To Have A House There.^,It is where I grew up. I plan to have a house there.,1,Reunify with family or return to homeland,Available land or improved living conditions,
My Brother Lives There ^~I Would Build A  House There ^,My brother lives there. I would build a house there.,1,Reunify with family or return to homeland,Available land or improved living conditions,
My Family~ Properties And Businesses Would Be There ^,My family is there. My properties and businesses would be there.,1,Reunify with family or return to homeland,Available land or improved living conditions,
At Least Someone Will Take Care Of Me At Home^,,1,Reunify with family or return to homeland,Care or improved health,
Due To The Presence Of My Family For Care And Support ^,,1,Reunify with family or return to homeland,Care or improved health,
Family Members Are Always Available To Support You^,,1,Reunify with family or return to homeland,Care or improved health,
Famiy Members Reside There And Can Be Of Help Anytime ^,,1,Reunify with family or return to homeland,Care or improved health,
It Has Been The Tradition All Time Since You Get Members To Support You ^,It has been the tradition since you get family members to support you.,1,Reunify with family or return to homeland,Care or improved health,
My Entire Family Is There To Support Me ^,My entire family is there. My entire family will support me.,1,Reunify with family or return to homeland,Care or improved health,
My Ethnic Group Believes In Family System So Retiring At Such Community Will Help Me To Get Support ^,My ethnic group believes in a family system. Retiring at a community with my ethnic group will help me get support.,1,Reunify with family or return to homeland,Care or improved health,
So I Can Be Close To My Family For Physical And Emotional Help^,I can be close to my family. My family can offer physical and emotional help.,1,Reunify with family or return to homeland,Care or improved health,
That Is Where I Can Get The  Support  Of Family Members ^,That is where I can get the support of family members.,1,Reunify with family or return to homeland,Care or improved health,
That'S Is Where My Family Is And They Will Support Me ^,That is where my family is. My family will support me.,1,Reunify with family or return to homeland,Care or improved health,
That'S Where My Family Is And They Will Give Me The Support I Need ^,That is where my family is. They will give me the support I need.,1,Reunify with family or return to homeland,Care or improved health,
That'S Where My Family Is And They Will Help  Me When I'M Old^,That is where my family is. They will help me when I am old.,1,Reunify with family or return to homeland,Care or improved health,
To Be Close To My Family For Support ^,I want to be close to my family for support.,1,Reunify with family or return to homeland,Care or improved health,
Access To Family ^~Access To Ocean ^,,1,Reunify with family or return to homeland,"Exposure to activity, amenities, and culture",
That'S My  Community Of Origin And Is Very Accommodating As A Result Of The Tourist Attraction ^,That is my community of origin. That is very accomodating as a result of the tourist attractions.,1,Reunify with family or return to homeland,"Exposure to activity, amenities, and culture",
Because It'S Where The Respondent Grew Up He Doesn'T Wish To Move Anywhere Else^,,1,Reunify with family or return to homeland,Familiarity or to remain in area,
Have My Family Hereenglish^,,1,Reunify with family or return to homeland,Familiarity or to remain in area,
It'S Where He Was Born And Raised~Used To The Surroundings And People^,It is where I was born and raised. I am used to the surrounding and people.,1,Reunify with family or return to homeland,Familiarity or to remain in area,
It'S Where I Grew Up And Used To The Surrounding^,It is where I grew up. I am used to the surroundings.,1,Reunify with family or return to homeland,Familiarity or to remain in area,
This Is Home This Is All I Know.^,It is home. It is all I know.,1,Reunify with family or return to homeland,Familiarity or to remain in area,
This Is Home^,It is home. It is all I know.,1,Reunify with family or return to homeland,Familiarity or to remain in area,
This Place Is My Home Place And I Have No Other Place To Call Home Other Than This Place ^,This place is my home place. I have no other place to call home other than this place.,1,Reunify with family or return to homeland,Familiarity or to remain in area,
Where She Is Because Is Where She Grew Up And Is Used To Being Here( Katlehong)^,It is where I grew up. I am used to being here in Katlehong.,1,Reunify with family or return to homeland,Familiarity or to remain in area,
I Want To Go And Uplift The Standard Of Living In My Hometown^,,1,Reunify with family or return to homeland,"Freedom, governance, or other political factors",
Part Of My Family Is There And There Is Good Social Policies For The Aged ^,Part of my family is there. There are good social policies for the aged.,1,Reunify with family or return to homeland,"Freedom, governance, or other political factors",
My Parents Let Me A Home Soninwill Retirecthete I'M Building It As Renovating It Now^,My parents lent me a home. My son will retire there. I'm building and renovating a home there now.,1,Reunify with family or return to homeland,Improved outcomes or education for children,Available land or improved living conditions
South Africa Is Not My Home~ If Though We Came Here Looking For Work Eventually We'Ll Have To Go Back Home.^,South Africa is not my home. We came here looking for work. Eventually we will have to go back home.,1,Reunify with family or return to homeland,Improved work or economic opportunities,On behalf of another family member
Home Area And Can Open His Line Of Job And At The Same Time Do Farming^,,1,Reunify with family or return to homeland,Improved work or economic opportunities,
Home Is Always  The Best~ I Came To The City For Economic Reasons ^,,1,Reunify with family or return to homeland,Improved work or economic opportunities,
It'S  My Home And I Only Came In The City Because  Of Economic Reasons.^,It is my home. I only came to the city because of economic reasons.,1,Reunify with family or return to homeland,Improved work or economic opportunities,
It'S Where I Feel I Can Be Comfortable Back Home I'M Just Here To Find Money And Work^,I feel I can be comfortable back home. I am just here to find money and work.,1,Reunify with family or return to homeland,Improved work or economic opportunities,
That'S My Home Country~ Just Came Here To Struggle ^,That is my home country. I just came here to struggle.,1,Reunify with family or return to homeland,Improved work or economic opportunities,
She Said If She Find Employment It Will E Nice To Go Back Home Permanently To Be With Her Sister Since They Don'T Have Parents Anymore.^,It will nice to go back home permanent if I can find employment. I can be with my sister since we don't have our parents anymore.,1,Reunify with family or return to homeland,On behalf of another family member,
This Is Where I Was Born And I Have Also Made My Family Here^,It is where I was born. I have also made my family here.,1,Reunify with family or return to homeland,On behalf of another family member,
