L1_orig,L2_orig,L3_orig,tuple_orig,L1_edit,L1_chg,L2_edit,L2_chg,L3_edit,L3_chg
Portsmouth,England,United Kingdom,"('Portsmouth', 'England', 'United Kingdom')",,TRUE,,TRUE,United Kingdom,FALSE
Scotland,Glasgow,United Kingdom,"('Scotland', 'Glasgow', 'United Kingdom')",,TRUE,,TRUE,United Kingdom,FALSE
Sweden,Sweden,United Kingdom,"('Sweden', 'Sweden', 'United Kingdom')",,TRUE,,TRUE,United Kingdom,FALSE
United Kingdom,United Kingdom,United Kingdom,"('United Kingdom', 'United Kingdom', 'United Kingdom')",United Kingdom,FALSE,United Kingdom,FALSE,United Kingdom,FALSE
Alabama,Alabama,United States Of America,"('Alabama', 'Alabama', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
America,Amarica,United States Of America,"('America', 'Amarica', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
America,America,United States Of America,"('America', 'America', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
America,United State Of America,United States Of America,"('America', 'United State Of America', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
American,American,United States Of America,"('American', 'American', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Arizona,Arizona City,United States Of America,"('Arizona', 'Arizona City', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Brokyln,New York,United States Of America,"('Brokyln', 'New York', 'United States Of America')",,TRUE,New York,FALSE,United States Of America,FALSE
Bronx,Bronx,United States Of America,"('Bronx', 'Bronx', 'United States Of America')",Bronx,FALSE,Bronx,FALSE,United States Of America,FALSE
Bronx,New York,United States Of America,"('Bronx', 'New York', 'United States Of America')",Bronx,FALSE,New York,FALSE,United States Of America,FALSE
Brooklyn,New York,United States Of America,"('Brooklyn', 'New York', 'United States Of America')",,TRUE,New York,FALSE,United States Of America,FALSE
California,California,United States Of America,"('California', 'California', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
California,California City,United States Of America,"('California', 'California City', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
California,Don'T Know,United States Of America,"('California', ""Don'T Know"", 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Canada,Canada,United States Of America,"('Canada', 'Canada', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Chicago,Chicago,United States Of America,"('Chicago', 'Chicago', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Dallas,Dallas,United States Of America,"('Dallas', 'Dallas', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Dallas,Texas City,United States Of America,"('Dallas', 'Texas City', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Denver,Colora,United States Of America,"('Denver', 'Colora', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Dk,Dk,United States Of America,"('Dk', 'Dk', 'United States Of America')",-19,TRUE,-19,TRUE,United States Of America,FALSE
Dk,Washington,United States Of America,"('Dk', 'Washington', 'United States Of America')",-19,TRUE,,TRUE,United States Of America,FALSE
Keene,New Hampshire,United States Of America,"('Keene', 'New Hampshire', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Las Vegas,Las Vegas,United States Of America,"('Las Vegas', 'Las Vegas', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Los Angeles,Los Angeles,United States Of America,"('Los Angeles', 'Los Angeles', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Los Angeles,New York,United States Of America,"('Los Angeles', 'New York', 'United States Of America')",,TRUE,New York,FALSE,United States Of America,FALSE
Manhattan,New York,United States Of America,"('Manhattan', 'New York', 'United States Of America')",,TRUE,New York,FALSE,United States Of America,FALSE
Maryland,Maryland,United States Of America,"('Maryland', 'Maryland', 'United States Of America')",Maryland,FALSE,Maryland,FALSE,United States Of America,FALSE
Maryland,Maryland City,United States Of America,"('Maryland', 'Maryland City', 'United States Of America')",Maryland,FALSE,,TRUE,United States Of America,FALSE
Miami,Miami,United States Of America,"('Miami', 'Miami', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Minnesota,Minneapolis,United States Of America,"('Minnesota', 'Minneapolis', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
N Na,Texas City,United States Of America,"('N Na', 'Texas City', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Na,Dallas,United States Of America,"('Na', 'Dallas', 'United States Of America')",-11,TRUE,,TRUE,United States Of America,FALSE
Na,Na,United States Of America,"('Na', 'Na', 'United States Of America')",-11,TRUE,-11,TRUE,United States Of America,FALSE
Na,New York,United States Of America,"('Na', 'New York', 'United States Of America')",-11,TRUE,New York,FALSE,United States Of America,FALSE
Na,Texas City,United States Of America,"('Na', 'Texas City', 'United States Of America')",-11,TRUE,,TRUE,United States Of America,FALSE
New York,America,United States Of America,"('New York', 'America', 'United States Of America')",New York City,TRUE,New York,TRUE,United States Of America,FALSE
New York,Dk,United States Of America,"('New York', 'Dk', 'United States Of America')",New York City,TRUE,-19,TRUE,United States Of America,FALSE
New York,New York,United States Of America,"('New York', 'New York', 'United States Of America')",New York City,TRUE,New York,FALSE,United States Of America,FALSE
New York,New York City,United States Of America,"('New York', 'New York City', 'United States Of America')",New York City,TRUE,New York,TRUE,United States Of America,FALSE
New York City,Dk,United States Of America,"('New York City', 'Dk', 'United States Of America')",New York City,FALSE,-19,TRUE,United States Of America,FALSE
New York City,New York,United States Of America,"('New York City', 'New York', 'United States Of America')",New York City,FALSE,New York,FALSE,United States Of America,FALSE
New York City,Nyc,United States Of America,"('New York City', 'Nyc', 'United States Of America')",New York City,FALSE,New York,TRUE,United States Of America,FALSE
Newyork,New York,United States Of America,"('Newyork', 'New York', 'United States Of America')",New York City,TRUE,New York,FALSE,United States Of America,FALSE
Newyork,Newyork,United States Of America,"('Newyork', 'Newyork', 'United States Of America')",New York City,TRUE,New York,TRUE,United States Of America,FALSE
Ny,New York,United States Of America,"('Ny', 'New York', 'United States Of America')",New York City,TRUE,New York,FALSE,United States Of America,FALSE
Pennslylvania,Pennslyvania,United States Of America,"('Pennslylvania', 'Pennslyvania', 'United States Of America')",,TRUE,New York,TRUE,United States Of America,FALSE
Pennslyvania,Pennslyvania,United States Of America,"('Pennslyvania', 'Pennslyvania', 'United States Of America')",,TRUE,New York,TRUE,United States Of America,FALSE
Pirates,New York,United States Of America,"('Pirates', 'New York', 'United States Of America')",,TRUE,New York,FALSE,United States Of America,FALSE
Queens,New York,United States Of America,"('Queens', 'New York', 'United States Of America')",,TRUE,New York,FALSE,United States Of America,FALSE
Rockville,Maryland,United States Of America,"('Rockville', 'Maryland', 'United States Of America')",,TRUE,Maryland,FALSE,United States Of America,FALSE
Rockville,Maryland City,United States Of America,"('Rockville', 'Maryland City', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Seattle,Seattle,United States Of America,"('Seattle', 'Seattle', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Texas,Texas,United States Of America,"('Texas', 'Texas', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Texas,Texas City,United States Of America,"('Texas', 'Texas City', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Texas City,Texas City,United States Of America,"('Texas City', 'Texas City', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
United States Of America,United States Of America,United States Of America,"('United States Of America', 'United States Of America', 'United States Of America')",United States Of America,FALSE,United States Of America,FALSE,United States Of America,FALSE
Us,Us,United States Of America,"('Us', 'Us', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Usa,Usa,United States Of America,"('Usa', 'Usa', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Washington,America,United States Of America,"('Washington', 'America', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Washington,Dk,United States Of America,"('Washington', 'Dk', 'United States Of America')",,TRUE,-19,TRUE,United States Of America,FALSE
Washington,Washington,United States Of America,"('Washington', 'Washington', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Washington,Washington Township,United States Of America,"('Washington', 'Washington Township', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Washington Dc,Washington Dc,United States Of America,"('Washington Dc', 'Washington Dc', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
West Virginia,West Virginia,United States Of America,"('West Virginia', 'West Virginia', 'United States Of America')",,TRUE,,TRUE,United States Of America,FALSE
Honolulu,USA,USA,"('Honolulu', 'USA', 'USA')",Honolulu,FALSE,Honolulu,TRUE,United States Of America,TRUE
Honolulu,Usa,Usa,"('Honolulu', 'Usa', 'Usa')",Honolulu,FALSE,Honolulu,TRUE,United States Of America,TRUE
-1,-1,Zambia,"('-1', '-1', 'Zambia')",-1,FALSE,-1,FALSE,Zambia,FALSE
-1,Kabwe,Zambia,"('-1', 'Kabwe', 'Zambia')",-1,FALSE,Kabwe,FALSE,Zambia,FALSE
-1,Livingstone,Zambia,"('-1', 'Livingstone', 'Zambia')",-1,FALSE,Livingstone,FALSE,Zambia,FALSE
-1,Lusaka,Zambia,"('-1', 'Lusaka', 'Zambia')",-1,FALSE,Lusaka,FALSE,Zambia,FALSE
-1,Matengwa,Zambia,"('-1', 'Matengwa', 'Zambia')",-1,FALSE,Matengwa,FALSE,Zambia,FALSE
Bolawayo,Bolawayo,Zambia,"('Bolawayo', 'Bolawayo', 'Zambia')",Bulawayo,TRUE,Bulawayo,TRUE,Zambia,FALSE
Chingola,Chingola,Zambia,"('Chingola', 'Chingola', 'Zambia')",Chingola,FALSE,Chingola,FALSE,Zambia,FALSE
Choma,Lukasa,Zambia,"('Choma', 'Lukasa', 'Zambia')",,TRUE,,TRUE,Zambia,FALSE
Don'T Know,Maswanza,Zambia,"(""Don'T Know"", 'Maswanza', 'Zambia')",,TRUE,,TRUE,Zambia,FALSE
Kabwe,Lusaka,Zambia,"('Kabwe', 'Lusaka', 'Zambia')",Kabwe,FALSE,Lusaka,FALSE,Zambia,FALSE
Livingston,Livingston,Zambia,"('Livingston', 'Livingston', 'Zambia')",Livingston,FALSE,Livingston,FALSE,Zambia,FALSE
Livingstone,Livingstone,Zambia,"('Livingstone', 'Livingstone', 'Zambia')",Livingstone,FALSE,Livingstone,FALSE,Zambia,FALSE
Lusaka,Lusaka,Zambia,"('Lusaka', 'Lusaka', 'Zambia')",Lusaka,FALSE,Lusaka,FALSE,Zambia,FALSE
Lusuka,Lusaka,Zambia,"('Lusuka', 'Lusaka', 'Zambia')",,TRUE,Lusaka,FALSE,Zambia,FALSE
Mashugubante,Mashugubante,Zambia,"('Mashugubante', 'Mashugubante', 'Zambia')",Mashugubante,FALSE,Mashugubante,FALSE,Zambia,FALSE
Matengwa,Mashugubante,Zambia,"('Matengwa', 'Mashugubante', 'Zambia')",Matengwa,FALSE,Mashugubante,FALSE,Zambia,FALSE
Sister,Chingola,Zambia,"('Sister', 'Chingola', 'Zambia')",,TRUE,Chingola,FALSE,Zambia,FALSE
Vomure,Livingstone,Zambia,"('Vomure', 'Livingstone', 'Zambia')",,TRUE,Livingstone,FALSE,Zambia,FALSE
Zogare,Livingston,Zambia,"('Zogare', 'Livingston', 'Zambia')",,TRUE,Livingston,FALSE,Zambia,FALSE
Zogare,Livingstone,Zambia,"('Zogare', 'Livingstone', 'Zambia')",,TRUE,Livingstone,FALSE,Zambia,FALSE
-1,-1,Zimbabwe,"('-1', '-1', 'Zimbabwe')",-1,FALSE,-1,FALSE,Zimbabwe,FALSE
-1,Brinaberck,Zimbabwe,"('-1', 'Brinaberck', 'Zimbabwe')",-1,FALSE,,TRUE,Zimbabwe,FALSE
-1,Bulawayo,Zimbabwe,"('-1', 'Bulawayo', 'Zimbabwe')",-1,FALSE,Bulawayo,FALSE,Zimbabwe,FALSE
-1,Bulayawo,Zimbabwe,"('-1', 'Bulayawo', 'Zimbabwe')",-1,FALSE,Bulawayo,TRUE,Zimbabwe,FALSE
-1,Chipinge,Zimbabwe,"('-1', 'Chipinge', 'Zimbabwe')",-1,FALSE,,TRUE,Zimbabwe,FALSE
-1,Chitungwisa,Zimbabwe,"('-1', 'Chitungwisa', 'Zimbabwe')",-1,FALSE,,TRUE,Zimbabwe,FALSE
-1,Cholocho,Zimbabwe,"('-1', 'Cholocho', 'Zimbabwe')",-1,FALSE,Cholocho,FALSE,Zimbabwe,FALSE
-1,Coudry Park,Zimbabwe,"('-1', 'Coudry Park', 'Zimbabwe')",-1,FALSE,Coudry Park,FALSE,Zimbabwe,FALSE
-1,Gokwe,Zimbabwe,"('-1', 'Gokwe', 'Zimbabwe')",-1,FALSE,Gokwe,FALSE,Zimbabwe,FALSE
-1,Gwanda,Zimbabwe,"('-1', 'Gwanda', 'Zimbabwe')",-1,FALSE,Gwanda,FALSE,Zimbabwe,FALSE
-1,Gweru,Zimbabwe,"('-1', 'Gweru', 'Zimbabwe')",-1,FALSE,Gweru,FALSE,Zimbabwe,FALSE
-1,Harare,Zimbabwe,"('-1', 'Harare', 'Zimbabwe')",-1,FALSE,Harare,FALSE,Zimbabwe,FALSE
-1,Huwana,Zimbabwe,"('-1', 'Huwana', 'Zimbabwe')",-1,FALSE,,TRUE,Zimbabwe,FALSE
-1,Kwekwe,Zimbabwe,"('-1', 'Kwekwe', 'Zimbabwe')",-1,FALSE,Kwekwe,FALSE,Zimbabwe,FALSE
-1,Lobhengula West,Zimbabwe,"('-1', 'Lobhengula West', 'Zimbabwe')",-1,FALSE,,TRUE,Zimbabwe,FALSE
-1,Lowergweru,Zimbabwe,"('-1', 'Lowergweru', 'Zimbabwe')",-1,FALSE,Lowergweru,FALSE,Zimbabwe,FALSE
-1,Lupani,Zimbabwe,"('-1', 'Lupani', 'Zimbabwe')",-1,FALSE,Lupani,FALSE,Zimbabwe,FALSE
-1,Luveve,Zimbabwe,"('-1', 'Luveve', 'Zimbabwe')",-1,FALSE,Luveve,FALSE,Zimbabwe,FALSE
-1,Madziba,Zimbabwe,"('-1', 'Madziba', 'Zimbabwe')",-1,FALSE,,TRUE,Zimbabwe,FALSE
-1,Magwegwe,Zimbabwe,"('-1', 'Magwegwe', 'Zimbabwe')",-1,FALSE,Magwegwe,FALSE,Zimbabwe,FALSE
-1,Makhandeni,Zimbabwe,"('-1', 'Makhandeni', 'Zimbabwe')",-1,FALSE,Makhandeni,FALSE,Zimbabwe,FALSE
-1,Marula,Zimbabwe,"('-1', 'Marula', 'Zimbabwe')",-1,FALSE,Marula,FALSE,Zimbabwe,FALSE
-1,Matopo,Zimbabwe,"('-1', 'Matopo', 'Zimbabwe')",-1,FALSE,Matopo,FALSE,Zimbabwe,FALSE
-1,Mganwinwi,Zimbabwe,"('-1', 'Mganwinwi', 'Zimbabwe')",-1,FALSE,,TRUE,Zimbabwe,FALSE
-1,Mpilo,Zimbabwe,"('-1', 'Mpilo', 'Zimbabwe')",-1,FALSE,,TRUE,Zimbabwe,FALSE
-1,Murehwa,Zimbabwe,"('-1', 'Murehwa', 'Zimbabwe')",-1,FALSE,,TRUE,Zimbabwe,FALSE
-1,Njube,Zimbabwe,"('-1', 'Njube', 'Zimbabwe')",-1,FALSE,Njube,FALSE,Zimbabwe,FALSE
-1,Nkayi,Zimbabwe,"('-1', 'Nkayi', 'Zimbabwe')",-1,FALSE,,TRUE,Zimbabwe,FALSE
-1,Nkwizhu,Zimbabwe,"('-1', 'Nkwizhu', 'Zimbabwe')",-1,FALSE,Nkwizhu,FALSE,Zimbabwe,FALSE
-1,Ntabazinduna,Zimbabwe,"('-1', 'Ntabazinduna', 'Zimbabwe')",-1,FALSE,Ntabazinduna,FALSE,Zimbabwe,FALSE
-1,Nyakwathi,Zimbabwe,"('-1', 'Nyakwathi', 'Zimbabwe')",-1,FALSE,Nyakwathi,FALSE,Zimbabwe,FALSE
-1,Palmtree,Zimbabwe,"('-1', 'Palmtree', 'Zimbabwe')",-1,FALSE,,TRUE,Zimbabwe,FALSE
-1,Plam Tree,Zimbabwe,"('-1', 'Plam Tree', 'Zimbabwe')",-1,FALSE,,TRUE,Zimbabwe,FALSE
-1,Plamtree,Zimbabwe,"('-1', 'Plamtree', 'Zimbabwe')",-1,FALSE,Plamtree,FALSE,Zimbabwe,FALSE
-1,Plamtry,Zimbabwe,"('-1', 'Plamtry', 'Zimbabwe')",-1,FALSE,Plamtry,FALSE,Zimbabwe,FALSE
-1,Plumtree,Zimbabwe,"('-1', 'Plumtree', 'Zimbabwe')",-1,FALSE,Plumtree,FALSE,Zimbabwe,FALSE
-1,Shurukwe,Zimbabwe,"('-1', 'Shurukwe', 'Zimbabwe')",-1,FALSE,Shurukwe,FALSE,Zimbabwe,FALSE
-1,Shurukwe Village,Zimbabwe,"('-1', 'Shurukwe Village', 'Zimbabwe')",-1,FALSE,,TRUE,Zimbabwe,FALSE
-1,Soshi,Zimbabwe,"('-1', 'Soshi', 'Zimbabwe')",-1,FALSE,,TRUE,Zimbabwe,FALSE
-1,Tsholosho,Zimbabwe,"('-1', 'Tsholosho', 'Zimbabwe')",-1,FALSE,Tsholosho,FALSE,Zimbabwe,FALSE
-1,Victoria Falls,Zimbabwe,"('-1', 'Victoria Falls', 'Zimbabwe')",-1,FALSE,Victoria Falls,FALSE,Zimbabwe,FALSE
-1,Zimbabwe In A Village Called Kays,Zimbabwe,"('-1', 'Zimbabwe In A Village Called Kays', 'Zimbabwe')",-1,FALSE,,TRUE,Zimbabwe,FALSE
Bikita,Gweru,Zimbabwe,"('Bikita', 'Gweru', 'Zimbabwe')",,TRUE,Gweru,FALSE,Zimbabwe,FALSE
Bolawayo,Bolawayo,Zimbabwe,"('Bolawayo', 'Bolawayo', 'Zimbabwe')",Bulawayo,TRUE,Bulawayo,TRUE,Zimbabwe,FALSE
Bolawayo,Thsh,Zimbabwe,"('Bolawayo', 'Thsh', 'Zimbabwe')",Bulawayo,TRUE,,TRUE,Zimbabwe,FALSE
Bulawayo,Bulawayo,Zimbabwe,"('Bulawayo', 'Bulawayo', 'Zimbabwe')",Bulawayo,FALSE,Bulawayo,FALSE,Zimbabwe,FALSE
Bulawayo,Harare,Zimbabwe,"('Bulawayo', 'Harare', 'Zimbabwe')",Bulawayo,FALSE,Harare,FALSE,Zimbabwe,FALSE
Bulawayo,Ndabazimbi,Zimbabwe,"('Bulawayo', 'Ndabazimbi', 'Zimbabwe')",Bulawayo,FALSE,,TRUE,Zimbabwe,FALSE
Bulawayo,Ndabazinduna,Zimbabwe,"('Bulawayo', 'Ndabazinduna', 'Zimbabwe')",Bulawayo,FALSE,,TRUE,Zimbabwe,FALSE
Bulawayo,Ntabazinduna,Zimbabwe,"('Bulawayo', 'Ntabazinduna', 'Zimbabwe')",Bulawayo,FALSE,Ntabazinduna,FALSE,Zimbabwe,FALSE
Bulawayo,Ntabazintoni,Zimbabwe,"('Bulawayo', 'Ntabazintoni', 'Zimbabwe')",Bulawayo,FALSE,,TRUE,Zimbabwe,FALSE
Bulawayo,Ntumbane,Zimbabwe,"('Bulawayo', 'Ntumbane', 'Zimbabwe')",Bulawayo,FALSE,,TRUE,Zimbabwe,FALSE
Bulawayo,Ntumbani,Zimbabwe,"('Bulawayo', 'Ntumbani', 'Zimbabwe')",Bulawayo,FALSE,,TRUE,Zimbabwe,FALSE
Bulawayo,Zimbabwe,Zimbabwe,"('Bulawayo', 'Zimbabwe', 'Zimbabwe')",Bulawayo,FALSE,Zimbabwe,FALSE,Zimbabwe,FALSE
Bulawayo And Harare,Bulawayo And Harare,Zimbabwe,"('Bulawayo And Harare', 'Bulawayo And Harare', 'Zimbabwe')",Bulawayo,TRUE,Bulawayo,TRUE,Zimbabwe,FALSE
Bulayawo,Bulawayo,Zimbabwe,"('Bulayawo', 'Bulawayo', 'Zimbabwe')",Bulawayo,TRUE,Bulawayo,FALSE,Zimbabwe,FALSE
Bulayawo,Bulayawo,Zimbabwe,"('Bulayawo', 'Bulayawo', 'Zimbabwe')",Bulawayo,TRUE,Bulawayo,TRUE,Zimbabwe,FALSE
Chipinge,Chipinge,Zimbabwe,"('Chipinge', 'Chipinge', 'Zimbabwe')",,TRUE,,TRUE,Zimbabwe,FALSE
Chipinge Town,Chipinge Town,Zimbabwe,"('Chipinge Town', 'Chipinge Town', 'Zimbabwe')",Chipinge,TRUE,Chipinge,TRUE,Zimbabwe,FALSE
Chitungwisa,Harare,Zimbabwe,"('Chitungwisa', 'Harare', 'Zimbabwe')",,TRUE,Harare,FALSE,Zimbabwe,FALSE
Chitungwiza,Harare,Zimbabwe,"('Chitungwiza', 'Harare', 'Zimbabwe')",Chitungwiza,FALSE,Harare,FALSE,Zimbabwe,FALSE
Cholocho,Cholocho,Zimbabwe,"('Cholocho', 'Cholocho', 'Zimbabwe')",Cholocho,FALSE,Cholocho,FALSE,Zimbabwe,FALSE
Coudry Park,Bulawayo,Zimbabwe,"('Coudry Park', 'Bulawayo', 'Zimbabwe')",Coudry Park,FALSE,Bulawayo,FALSE,Zimbabwe,FALSE
Coudry Park,Luveve,Zimbabwe,"('Coudry Park', 'Luveve', 'Zimbabwe')",Coudry Park,FALSE,Luveve,FALSE,Zimbabwe,FALSE
Felabusi,Avoca,Zimbabwe,"('Felabusi', 'Avoca', 'Zimbabwe')",,TRUE,,TRUE,Zimbabwe,FALSE
Glenview Anne,Harare,Zimbabwe,"('Glenview Anne', 'Harare', 'Zimbabwe')",,TRUE,Harare,FALSE,Zimbabwe,FALSE
Gokwe,Kwekwe,Zimbabwe,"('Gokwe', 'Kwekwe', 'Zimbabwe')",Gokwe,FALSE,Kwekwe,FALSE,Zimbabwe,FALSE
Gwanda,Harare,Zimbabwe,"('Gwanda', 'Harare', 'Zimbabwe')",Gwanda,FALSE,Harare,FALSE,Zimbabwe,FALSE
Gwere,Gwere,Zimbabwe,"('Gwere', 'Gwere', 'Zimbabwe')",Gwere,FALSE,Gwere,FALSE,Zimbabwe,FALSE
Gwero,Gwero,Zimbabwe,"('Gwero', 'Gwero', 'Zimbabwe')",Gwero,FALSE,Gwero,FALSE,Zimbabwe,FALSE
Gweru,Bulawayo,Zimbabwe,"('Gweru', 'Bulawayo', 'Zimbabwe')",Gweru,FALSE,Bulawayo,FALSE,Zimbabwe,FALSE
Gweru,Gweru,Zimbabwe,"('Gweru', 'Gweru', 'Zimbabwe')",Gweru,FALSE,Gweru,FALSE,Zimbabwe,FALSE
Harare,Harare,Zimbabwe,"('Harare', 'Harare', 'Zimbabwe')",Harare,FALSE,Harare,FALSE,Zimbabwe,FALSE
Huwana,Plumtree,Zimbabwe,"('Huwana', 'Plumtree', 'Zimbabwe')",,TRUE,Plumtree,FALSE,Zimbabwe,FALSE
kayes,Harare,Zimbabwe,"('kayes', 'Harare', 'Zimbabwe')",,TRUE,Harare,FALSE,Zimbabwe,FALSE
Kayes,Harare,Zimbabwe,"('Kayes', 'Harare', 'Zimbabwe')",,TRUE,Harare,FALSE,Zimbabwe,FALSE
Kayes,Kayes,Zimbabwe,"('Kayes', 'Kayes', 'Zimbabwe')",,TRUE,,TRUE,Zimbabwe,FALSE
Kays,Harare,Zimbabwe,"('Kays', 'Harare', 'Zimbabwe')",,TRUE,Harare,FALSE,Zimbabwe,FALSE
Kesi,Bulawayo,Zimbabwe,"('Kesi', 'Bulawayo', 'Zimbabwe')",,TRUE,Bulawayo,FALSE,Zimbabwe,FALSE
Kezi,Bulawayo,Zimbabwe,"('Kezi', 'Bulawayo', 'Zimbabwe')",,TRUE,Bulawayo,FALSE,Zimbabwe,FALSE
Khongoloti,Khongoloti,Zimbabwe,"('Khongoloti', 'Khongoloti', 'Zimbabwe')",Khongoloti,FALSE,Khongoloti,FALSE,Zimbabwe,FALSE
Khongoloti,Maputo,Zimbabwe,"('Khongoloti', 'Maputo', 'Zimbabwe')",Khongoloti,FALSE,Maputo,FALSE,Zimbabwe,FALSE
Killarney,Bulawayo,Zimbabwe,"('Killarney', 'Bulawayo', 'Zimbabwe')",,TRUE,Bulawayo,FALSE,Zimbabwe,FALSE
Kwanda,Mesina,Zimbabwe,"('Kwanda', 'Mesina', 'Zimbabwe')",,TRUE,,TRUE,Zimbabwe,FALSE
Kwekwe,Gweru,Zimbabwe,"('Kwekwe', 'Gweru', 'Zimbabwe')",Kwekwe,FALSE,Gweru,FALSE,Zimbabwe,FALSE
Kwekwe,Kwekwe,Zimbabwe,"('Kwekwe', 'Kwekwe', 'Zimbabwe')",Kwekwe,FALSE,Kwekwe,FALSE,Zimbabwe,FALSE
Lobengula,Bulawayo,Zimbabwe,"('Lobengula', 'Bulawayo', 'Zimbabwe')",,TRUE,Bulawayo,FALSE,Zimbabwe,FALSE
Lobhengula,Bulawayo,Zimbabwe,"('Lobhengula', 'Bulawayo', 'Zimbabwe')",Lobhengula,FALSE,Bulawayo,FALSE,Zimbabwe,FALSE
Lobhengula West,Bulawayo,Zimbabwe,"('Lobhengula West', 'Bulawayo', 'Zimbabwe')",,TRUE,Bulawayo,FALSE,Zimbabwe,FALSE
Lonergweru,Lonergweru,Zimbabwe,"('Lonergweru', 'Lonergweru', 'Zimbabwe')",,TRUE,,TRUE,Zimbabwe,FALSE
Lowergweru,Bolawayo,Zimbabwe,"('Lowergweru', 'Bolawayo', 'Zimbabwe')",Lowergweru,FALSE,Bulawayo,TRUE,Zimbabwe,FALSE
Lowergweru,Lowergweru,Zimbabwe,"('Lowergweru', 'Lowergweru', 'Zimbabwe')",Lowergweru,FALSE,Lowergweru,FALSE,Zimbabwe,FALSE
Lupani,Bolawayo,Zimbabwe,"('Lupani', 'Bolawayo', 'Zimbabwe')",Lupani,FALSE,Bulawayo,TRUE,Zimbabwe,FALSE
Lupani,Bulawayo,Zimbabwe,"('Lupani', 'Bulawayo', 'Zimbabwe')",Lupani,FALSE,Bulawayo,FALSE,Zimbabwe,FALSE
Lupani,Jotsholo,Zimbabwe,"('Lupani', 'Jotsholo', 'Zimbabwe')",Lupani,FALSE,,TRUE,Zimbabwe,FALSE
Luveve,Bulawayo,Zimbabwe,"('Luveve', 'Bulawayo', 'Zimbabwe')",Luveve,FALSE,Bulawayo,FALSE,Zimbabwe,FALSE
Luveve,Mzilikazi,Zimbabwe,"('Luveve', 'Mzilikazi', 'Zimbabwe')",Luveve,FALSE,Mzilikazi,FALSE,Zimbabwe,FALSE
Madziba,Bulawayo,Zimbabwe,"('Madziba', 'Bulawayo', 'Zimbabwe')",,TRUE,Bulawayo,FALSE,Zimbabwe,FALSE
Madziba,Madziba,Zimbabwe,"('Madziba', 'Madziba', 'Zimbabwe')",,TRUE,,TRUE,Zimbabwe,FALSE
Magwegwe,Bolawayo,Zimbabwe,"('Magwegwe', 'Bolawayo', 'Zimbabwe')",Magwegwe,FALSE,Bulawayo,TRUE,Zimbabwe,FALSE
Mahashu,Bulawayo,Zimbabwe,"('Mahashu', 'Bulawayo', 'Zimbabwe')",Mahashu,FALSE,Bulawayo,FALSE,Zimbabwe,FALSE
Mahashula Zimba,Mahashula,Zimbabwe,"('Mahashula Zimba', 'Mahashula', 'Zimbabwe')",,TRUE,,TRUE,Zimbabwe,FALSE
Makhandeni,Bulaway,Zimbabwe,"('Makhandeni', 'Bulaway', 'Zimbabwe')",Makhandeni,FALSE,Bulaway,FALSE,Zimbabwe,FALSE
Makhandeni,Bulawayo,Zimbabwe,"('Makhandeni', 'Bulawayo', 'Zimbabwe')",Makhandeni,FALSE,Bulawayo,FALSE,Zimbabwe,FALSE
Makokoba,Zimbabwe,Zimbabwe,"('Makokoba', 'Zimbabwe', 'Zimbabwe')",,TRUE,Zimbabwe,FALSE,Zimbabwe,FALSE
Maphisa,Maphisa,Zimbabwe,"('Maphisa', 'Maphisa', 'Zimbabwe')",Maphisa,FALSE,Maphisa,FALSE,Zimbabwe,FALSE
