,respondentID,birthyear,age,duration,interval,location_name,location_type,location_latlon,distance_from_origin_location_km,distance_from_previous_location_km,distance_from_properties_owned_km,mother_tongue,n_moves,work_type,employment_status,work_aspiration,financial_support,children,children_since_leaving,p_kmGeo,p_kmGrC,O_kmGeo,O_kmGrC,lat,lon
287065.02,287065,1995,26,,,,2nd migration location,,,,,Kikamba,1,Working part-time (formal/informal sector),Working part-time (formal/informal sector),A Driver,500.0,No,-1,,,,,,
287065.03,287065,1995,26,,,,3rd migration location,,,,,Kikamba,1,Working part-time (formal/informal sector),Working part-time (formal/informal sector),A Driver,500.0,No,-1,,,,,,
287065.04,287065,1995,26,,,,4th migration location,,,,,Kikamba,1,Working part-time (formal/informal sector),Working part-time (formal/informal sector),A Driver,500.0,No,-1,,,,,,
287065.05,287065,1995,26,312,0,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",5188.990440633104,0.0,,Kikamba,1,Working part-time (formal/informal sector),Working part-time (formal/informal sector),A Driver,500.0,No,-1,0.0,0.0,5188.990440633104,5207.8845382052095,-1.395968,36.752010600000006
287065.06,287065,1995,26,336,24,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",5188.990440633104,0.0,,Kikamba,1,Working part-time (formal/informal sector),Working part-time (formal/informal sector),A Driver,500.0,No,-1,0.0,0.0,5188.990440633104,5207.8845382052095,-1.395968,36.752010600000006
287065.07,287065,1995,26,342,6,,aspiration 2-6 months,,,,,Kikamba,1,Working part-time (formal/informal sector),Working part-time (formal/informal sector),A Driver,500.0,No,-1,,,,,,
287065.08,287065,1995,26,360,18,,planned move 2 yrs,,,,,Kikamba,1,Working part-time (formal/informal sector),Working part-time (formal/informal sector),A Driver,500.0,No,-1,,,,,,
287065.09,287065,1995,26,456,96,,planned move 10 yrs,,,,,Kikamba,1,Working part-time (formal/informal sector),Working part-time (formal/informal sector),A Driver,500.0,No,-1,,,,,,
287065.1,287065,1995,26,576,120,,planned move retirement,,,,,Kikamba,1,Working part-time (formal/informal sector),Working part-time (formal/informal sector),A Driver,500.0,No,-1,,,,,,
287070.0,287070,1962,59,0,313,"('Kiamokama', 'Kisii', 'Kenya')",origin,"(-0.8282466999999999, 34.88351420000001)",0,0,,Ekegusii,3,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Own Business ( Pharmacy),10.0,Yes,2,0,0,0,0,-0.8282466999999999,34.88351420000001
287070.01,287070,1962,59,313,137,"('Tom Mboya', 'Kisumu', 'Kenya')",1st migration location,"(-1.2825521, 36.8240141)",221.74361587743928,221.74361587743928,,Ekegusii,3,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Own Business ( Pharmacy),10.0,Yes,2,221.74361587743928,221.57237730729028,221.74361587743928,221.57237730729028,-1.2825521,36.8240141
287070.02,287070,1962,59,450,146,"('Buruburu', 'Nairobi', 'Kenya')",2nd migration location,"(-1.2841949, 36.868837)",226.6458162517365,4.991725448676996,,Ekegusii,3,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Own Business ( Pharmacy),10.0,Yes,2,4.991725448676996,4.9861831139273045,226.6458162517365,226.46797631610528,-1.2841949,36.868837
287070.03,287070,1962,59,596,160,"('Ongata Rongai', 'Nairobi', 'Kenya')",3rd migration location,"(-1.395968, 36.752010600000006)",217.22859893402773,17.938555151380413,,Ekegusii,3,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Own Business ( Pharmacy),10.0,Yes,2,17.938555151380413,17.97586906333187,217.22859893402773,217.10800685967786,-1.395968,36.752010600000006
287070.04,287070,1962,59,,,,4th migration location,,,,,Ekegusii,3,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Own Business ( Pharmacy),10.0,Yes,2,,,,,,
287070.05,287070,1962,59,756,0,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",217.22859893402773,0.0,,Ekegusii,3,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Own Business ( Pharmacy),10.0,Yes,2,0.0,0.0,217.22859893402773,217.10800685967786,-1.395968,36.752010600000006
287070.06,287070,1962,59,916,160,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",217.22859893402773,0.0,,Ekegusii,3,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Own Business ( Pharmacy),10.0,Yes,2,0.0,0.0,217.22859893402773,217.10800685967786,-1.395968,36.752010600000006
287070.07,287070,1962,59,922,6,,aspiration 2-6 months,,,,,Ekegusii,3,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Own Business ( Pharmacy),10.0,Yes,2,,,,,,
287070.08,287070,1962,59,940,18,,planned move 2 yrs,,,,,Ekegusii,3,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Own Business ( Pharmacy),10.0,Yes,2,,,,,,
287070.09,287070,1962,59,1036,96,,planned move 10 yrs,,,,,Ekegusii,3,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Own Business ( Pharmacy),10.0,Yes,2,,,,,,
287070.1,287070,1962,59,1156,120,,planned move retirement,,,,,Ekegusii,3,Working full-time (formal/informal sector),Working full-time (formal/informal sector),Own Business ( Pharmacy),10.0,Yes,2,,,,,,
287073.0,287073,1992,29,0,240,"('Kutus', 'Kirinyaga', 'Kenya')",origin,"(-0.5730989000000001, 37.32785)",0,0,,Kikuyu,3,Working part-time (formal/informal sector),Working part-time (formal/informal sector),Police,2000.0,Yes,1,0,0,0,0,-0.5730989000000001,37.32785
287073.01,287073,1992,29,240,66,"('Ngong', 'Nairobi', 'Kenya')",1st migration location,"(-1.3666, 36.65)",115.7181177863317,115.7181177863317,,Kikuyu,3,Working part-time (formal/informal sector),Working part-time (formal/informal sector),Police,2000.0,Yes,1,115.7181177863317,116.03704492659205,115.7181177863317,116.03704492659205,-1.3666,36.65
287073.02,287073,1992,29,306,25,"('Rongai', 'Kajiado', 'Kenya')",2nd migration location,"(-1.395968, 36.752010600000006)",111.29558163931551,11.807811348552475,,Kikuyu,3,Working part-time (formal/informal sector),Working part-time (formal/informal sector),Police,2000.0,Yes,1,11.807811348552475,11.800619783445102,111.29558163931551,111.67225258045579,-1.395968,36.752010600000006
287073.03,287073,1992,29,,,,3rd migration location,,,,,Kikuyu,3,Working part-time (formal/informal sector),Working part-time (formal/informal sector),Police,2000.0,Yes,1,,,,,,
287073.04,287073,1992,29,,,,4th migration location,,,,,Kikuyu,3,Working part-time (formal/informal sector),Working part-time (formal/informal sector),Police,2000.0,Yes,1,,,,,,
287073.05,287073,1992,29,331,0,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",111.29558163931551,0.0,,Kikuyu,3,Working part-time (formal/informal sector),Working part-time (formal/informal sector),Police,2000.0,Yes,1,0.0,0.0,111.29558163931551,111.67225258045579,-1.395968,36.752010600000006
287073.06,287073,1992,29,397,66,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",111.29558163931551,0.0,,Kikuyu,3,Working part-time (formal/informal sector),Working part-time (formal/informal sector),Police,2000.0,Yes,1,0.0,0.0,111.29558163931551,111.67225258045579,-1.395968,36.752010600000006
287073.07,287073,1992,29,403,6,,aspiration 2-6 months,,,,,Kikuyu,3,Working part-time (formal/informal sector),Working part-time (formal/informal sector),Police,2000.0,Yes,1,,,,,,
287073.08,287073,1992,29,421,18,,planned move 2 yrs,,,,,Kikuyu,3,Working part-time (formal/informal sector),Working part-time (formal/informal sector),Police,2000.0,Yes,1,,,,,,
287073.09,287073,1992,29,517,96,,planned move 10 yrs,,,,,Kikuyu,3,Working part-time (formal/informal sector),Working part-time (formal/informal sector),Police,2000.0,Yes,1,,,,,,
287073.1,287073,1992,29,637,120,,planned move retirement,,,,,Kikuyu,3,Working part-time (formal/informal sector),Working part-time (formal/informal sector),Police,2000.0,Yes,1,,,,,,
287076.0,287076,2001,20,0,168,"('Kanono', 'Uvira', 'Congo')",origin,"(-3.592824, 28.96226911415647)",0,0,,Kinyamrenge,3,Self-employed (run small business/income generation project),Unemployed ,Teaching,,No,-1,0,0,0,0,-3.592824,28.96226911415647
287076.01,287076,2001,20,168,36,"('Githurai', 'Nairobi', 'Kenya')",1st migration location,"(-1.202836, 36.916861499999996)",923.2959025776412,923.2959025776412,,Kinyamrenge,3,Self-employed (run small business/income generation project),Unemployed ,Teaching,,No,-1,923.2959025776412,922.7680428942836,923.2959025776412,922.7680428942836,-1.202836,36.916861499999996
287076.02,287076,2001,20,204,36,"('Rongai', 'Nairobi', 'Kenya')",2nd migration location,"(-1.395968, 36.752010600000006)",899.6948435095211,28.154046919734068,,Kinyamrenge,3,Self-employed (run small business/income generation project),Unemployed ,Teaching,,No,-1,28.154046919734068,28.231682406236082,899.6948435095211,899.1253356580909,-1.395968,36.752010600000006
287076.03,287076,2001,20,,,,3rd migration location,,,,,Kinyamrenge,3,Self-employed (run small business/income generation project),Unemployed ,Teaching,,No,-1,,,,,,
287076.04,287076,2001,20,,,,4th migration location,,,,,Kinyamrenge,3,Self-employed (run small business/income generation project),Unemployed ,Teaching,,No,-1,,,,,,
287076.05,287076,2001,20,240,0,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",899.6948435095211,0.0,,Kinyamrenge,3,Self-employed (run small business/income generation project),Unemployed ,Teaching,,No,-1,0.0,0.0,899.6948435095211,899.1253356580909,-1.395968,36.752010600000006
287076.06,287076,2001,20,276,36,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",899.6948435095211,0.0,,Kinyamrenge,3,Self-employed (run small business/income generation project),Unemployed ,Teaching,,No,-1,0.0,0.0,899.6948435095211,899.1253356580909,-1.395968,36.752010600000006
287076.07,287076,2001,20,282,6,,aspiration 2-6 months,,,,,Kinyamrenge,3,Self-employed (run small business/income generation project),Unemployed ,Teaching,,No,-1,,,,,,
287076.08,287076,2001,20,300,18,,planned move 2 yrs,,,,,Kinyamrenge,3,Self-employed (run small business/income generation project),Unemployed ,Teaching,,No,-1,,,,,,
287076.09,287076,2001,20,396,96,,planned move 10 yrs,,,,,Kinyamrenge,3,Self-employed (run small business/income generation project),Unemployed ,Teaching,,No,-1,,,,,,
287076.1,287076,2001,20,516,120,,planned move retirement,,,,,Kinyamrenge,3,Self-employed (run small business/income generation project),Unemployed ,Teaching,,No,-1,,,,,,
287082.0,287082,1994,27,0,276,"('Kisii', 'Kisii', 'Kenya')",origin,"(-0.7385550000000001, 34.757159597379605)",0,0,,Kikisii,2,Casual employment/temporary worker,Casual employment/temporary worker,Casual Teaching,1000.0,Yes,1,0,0,0,0,-0.7385550000000001,34.757159597379605
287082.01,287082,1994,27,276,39,"('Rongai', 'Nairobi', 'Kenya')",1st migration location,"(-1.395968, 36.752010600000006)",233.6236085454532,233.6236085454532,,Kikisii,2,Casual employment/temporary worker,Casual employment/temporary worker,Casual Teaching,1000.0,Yes,1,233.6236085454532,233.51491644417808,233.6236085454532,233.51491644417808,-1.395968,36.752010600000006
287082.02,287082,1994,27,,,,2nd migration location,,,,,Kikisii,2,Casual employment/temporary worker,Casual employment/temporary worker,Casual Teaching,1000.0,Yes,1,,,,,,
287082.03,287082,1994,27,,,,3rd migration location,,,,,Kikisii,2,Casual employment/temporary worker,Casual employment/temporary worker,Casual Teaching,1000.0,Yes,1,,,,,,
287082.04,287082,1994,27,,,,4th migration location,,,,,Kikisii,2,Casual employment/temporary worker,Casual employment/temporary worker,Casual Teaching,1000.0,Yes,1,,,,,,
287082.05,287082,1994,27,315,0,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",233.6236085454532,0.0,,Kikisii,2,Casual employment/temporary worker,Casual employment/temporary worker,Casual Teaching,1000.0,Yes,1,0.0,0.0,233.6236085454532,233.51491644417808,-1.395968,36.752010600000006
287082.06,287082,1994,27,354,39,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",233.6236085454532,0.0,,Kikisii,2,Casual employment/temporary worker,Casual employment/temporary worker,Casual Teaching,1000.0,Yes,1,0.0,0.0,233.6236085454532,233.51491644417808,-1.395968,36.752010600000006
287082.07,287082,1994,27,360,6,,aspiration 2-6 months,,,,,Kikisii,2,Casual employment/temporary worker,Casual employment/temporary worker,Casual Teaching,1000.0,Yes,1,,,,,,
287082.08,287082,1994,27,378,18,,planned move 2 yrs,,,,,Kikisii,2,Casual employment/temporary worker,Casual employment/temporary worker,Casual Teaching,1000.0,Yes,1,,,,,,
287082.09,287082,1994,27,474,96,,planned move 10 yrs,,,,,Kikisii,2,Casual employment/temporary worker,Casual employment/temporary worker,Casual Teaching,1000.0,Yes,1,,,,,,
287082.1,287082,1994,27,594,120,,planned move retirement,,,,,Kikisii,2,Casual employment/temporary worker,Casual employment/temporary worker,Casual Teaching,1000.0,Yes,1,,,,,,
287083.0,287083,1994,27,0,180,"('Kikwa', 'Kitui', 'Kenya')",origin,"(-5.611026799999999, 19.250763)",0,0,,Kikamba,2,Housewife/homemaker,Housewife/homemaker,Business,1000.0,Yes,4,0,0,0,0,-5.611026799999999,19.250763
287083.01,287083,1994,27,180,144,"('Rongai', 'Nairobi', 'Kenya')",1st migration location,"(-1.395968, 36.752010600000006)",1999.234681002859,1999.234681002859,,Kikamba,2,Housewife/homemaker,Housewife/homemaker,Business,1000.0,Yes,4,1999.234681002859,1997.703238733992,1999.234681002859,1997.703238733992,-1.395968,36.752010600000006
287083.02,287083,1994,27,,,,2nd migration location,,,,,Kikamba,2,Housewife/homemaker,Housewife/homemaker,Business,1000.0,Yes,4,,,,,,
287083.03,287083,1994,27,,,,3rd migration location,,,,,Kikamba,2,Housewife/homemaker,Housewife/homemaker,Business,1000.0,Yes,4,,,,,,
287083.04,287083,1994,27,,,,4th migration location,,,,,Kikamba,2,Housewife/homemaker,Housewife/homemaker,Business,1000.0,Yes,4,,,,,,
287083.05,287083,1994,27,324,0,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",1999.234681002859,0.0,,Kikamba,2,Housewife/homemaker,Housewife/homemaker,Business,1000.0,Yes,4,0.0,0.0,1999.234681002859,1997.703238733992,-1.395968,36.752010600000006
287083.06,287083,1994,27,471,147,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",1999.234681002859,0.0,,Kikamba,2,Housewife/homemaker,Housewife/homemaker,Business,1000.0,Yes,4,0.0,0.0,1999.234681002859,1997.703238733992,-1.395968,36.752010600000006
287083.07,287083,1994,27,477,6,,aspiration 2-6 months,,,,,Kikamba,2,Housewife/homemaker,Housewife/homemaker,Business,1000.0,Yes,4,,,,,,
287083.08,287083,1994,27,495,18,,planned move 2 yrs,,,,,Kikamba,2,Housewife/homemaker,Housewife/homemaker,Business,1000.0,Yes,4,,,,,,
287083.09,287083,1994,27,591,96,,planned move 10 yrs,,,,,Kikamba,2,Housewife/homemaker,Housewife/homemaker,Business,1000.0,Yes,4,,,,,,
287083.1,287083,1994,27,711,120,,planned move retirement,,,,,Kikamba,2,Housewife/homemaker,Housewife/homemaker,Business,1000.0,Yes,4,,,,,,
287084.0,287084,1993,28,0,300,"('Karateng', 'Kisumu', 'Kenya')",origin,"(-1.395968, 36.752010600000006)",0,0,,Dholuo,1,Other (specify),Unemployed ,A Doctor,,No,-1,0,0,0,0,-1.395968,36.752010600000006
287084.01,287084,1993,28,,,"('Ongata Rongai', 'Nairobi', 'Kenya')",1st migration location,,,,,Dholuo,1,Other (specify),Unemployed ,A Doctor,,No,-1,,,,,,
287084.02,287084,1993,28,,,,2nd migration location,,,,,Dholuo,1,Other (specify),Unemployed ,A Doctor,,No,-1,,,,,,
287084.03,287084,1993,28,,,,3rd migration location,,,,,Dholuo,1,Other (specify),Unemployed ,A Doctor,,No,-1,,,,,,
287084.04,287084,1993,28,,,,4th migration location,,,,,Dholuo,1,Other (specify),Unemployed ,A Doctor,,No,-1,,,,,,
287084.05,287084,1993,28,300,0,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",0.0,0.0,,Dholuo,1,Other (specify),Unemployed ,A Doctor,,No,-1,0.0,0.0,0.0,0.0,-1.395968,36.752010600000006
287084.06,287084,1993,28,339,39,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",0.0,0.0,,Dholuo,1,Other (specify),Unemployed ,A Doctor,,No,-1,0.0,0.0,0.0,0.0,-1.395968,36.752010600000006
287084.07,287084,1993,28,345,6,,aspiration 2-6 months,,,,,Dholuo,1,Other (specify),Unemployed ,A Doctor,,No,-1,,,,,,
287084.08,287084,1993,28,363,18,,planned move 2 yrs,,,,,Dholuo,1,Other (specify),Unemployed ,A Doctor,,No,-1,,,,,,
287084.09,287084,1993,28,459,96,,planned move 10 yrs,,,,,Dholuo,1,Other (specify),Unemployed ,A Doctor,,No,-1,,,,,,
287084.1,287084,1993,28,579,120,,planned move retirement,,,,,Dholuo,1,Other (specify),Unemployed ,A Doctor,,No,-1,,,,,,
287087.0,287087,1999,22,0,192,"('Minembwe', 'Minembwe', 'Democratic Republic Of The Congo')",origin,"(-3.9344201, 28.730059899999997)",0,0,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Businessman,5000.0,No,-1,0,0,0,0,-3.9344201,28.730059899999997
287087.01,287087,1999,22,192,60,"('Ongata Rongai', 'Nairobi', 'Kenya')",1st migration location,"(-1.395968, 36.752010600000006)",935.0890101972674,935.0890101972674,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Businessman,5000.0,No,-1,935.0890101972674,934.604349495737,935.0890101972674,934.604349495737,-1.395968,36.752010600000006
287087.02,287087,1999,22,,,,2nd migration location,,,,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Businessman,5000.0,No,-1,,,,,,
287087.03,287087,1999,22,,,,3rd migration location,,,,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Businessman,5000.0,No,-1,,,,,,
287087.04,287087,1999,22,,,,4th migration location,,,,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Businessman,5000.0,No,-1,,,,,,
287087.05,287087,1999,22,252,0,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",935.0890101972674,0.0,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Businessman,5000.0,No,-1,0.0,0.0,935.0890101972674,934.604349495737,-1.395968,36.752010600000006
287087.06,287087,1999,22,312,60,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",935.0890101972674,0.0,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Businessman,5000.0,No,-1,0.0,0.0,935.0890101972674,934.604349495737,-1.395968,36.752010600000006
287087.07,287087,1999,22,318,6,,aspiration 2-6 months,,,,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Businessman,5000.0,No,-1,,,,,,
287087.08,287087,1999,22,336,18,,planned move 2 yrs,,,,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Businessman,5000.0,No,-1,,,,,,
287087.09,287087,1999,22,432,96,,planned move 10 yrs,,,,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Businessman,5000.0,No,-1,,,,,,
287087.1,287087,1999,22,552,120,,planned move retirement,,,,,Kinyamlenge,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Businessman,5000.0,No,-1,,,,,,
287106.0,287106,1984,37,0,260,"('Akala', 'Bondo', 'Kenya')",origin,"(-0.0602316, 34.427479)",0,0,,Dholuo,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Hair Dressing,2000.0,Yes,1,0,0,0,0,-0.0602316,34.427479
287106.01,287106,1984,37,260,85,"('Yala', 'Luanda', 'Kenya')",1st migration location,"(0.16108370000000002, 34.671732899999995)",36.581068359568654,36.581068359568654,,Dholuo,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Hair Dressing,2000.0,Yes,1,36.581068359568654,36.6505994986259,36.581068359568654,36.6505994986259,0.16108370000000002,34.671732899999995
287106.02,287106,1984,37,345,113,"('Rongai', 'Nairobi', 'Kenya')",2nd migration location,"(-1.395968, 36.752010600000006)",297.92739697623455,288.54859761709037,,Dholuo,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Hair Dressing,2000.0,Yes,1,288.54859761709037,288.9189010479409,297.92739697623455,298.0883123270991,-1.395968,36.752010600000006
287106.03,287106,1984,37,,,,3rd migration location,,,,,Dholuo,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Hair Dressing,2000.0,Yes,1,,,,,,
287106.04,287106,1984,37,,,,4th migration location,,,,,Dholuo,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Hair Dressing,2000.0,Yes,1,,,,,,
287106.05,287106,1984,37,458,0,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",297.92739697623455,0.0,,Dholuo,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Hair Dressing,2000.0,Yes,1,0.0,0.0,297.92739697623455,298.0883123270991,-1.395968,36.752010600000006
287106.06,287106,1984,37,566,108,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",297.92739697623455,0.0,,Dholuo,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Hair Dressing,2000.0,Yes,1,0.0,0.0,297.92739697623455,298.0883123270991,-1.395968,36.752010600000006
287106.07,287106,1984,37,572,6,,aspiration 2-6 months,,,,,Dholuo,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Hair Dressing,2000.0,Yes,1,,,,,,
287106.08,287106,1984,37,590,18,,planned move 2 yrs,,,,,Dholuo,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Hair Dressing,2000.0,Yes,1,,,,,,
287106.09,287106,1984,37,686,96,,planned move 10 yrs,,,,,Dholuo,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Hair Dressing,2000.0,Yes,1,,,,,,
287106.1,287106,1984,37,806,120,,planned move retirement,,,,,Dholuo,2,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Hair Dressing,2000.0,Yes,1,,,,,,
287114.0,287114,1991,30,0,264,"('Sega', 'Siaya', 'Kenya')",origin,"(0.2558, 34.2258)",0,0,,Dholuo,3,Casual employment/temporary worker,Casual employment/temporary worker,Teacher,,Yes,1,0,0,0,0,0.2558,34.2258
287114.01,287114,1991,30,264,48,"('Kisii', 'Kisii', 'Kenya')",1st migration location,"(-0.7385550000000001, 34.757159597379605)",124.85065234098518,124.85065234098518,,Dholuo,3,Casual employment/temporary worker,Casual employment/temporary worker,Teacher,,Yes,1,124.85065234098518,125.36341007149785,124.85065234098518,125.36341007149785,-0.7385550000000001,34.757159597379605
287114.02,287114,1991,30,312,50,"('Rongai', 'Nairobi', 'Kenya')",2nd migration location,"(-1.395968, 36.752010600000006)",335.3029738835228,233.6236085454532,,Dholuo,3,Casual employment/temporary worker,Casual employment/temporary worker,Teacher,,Yes,1,233.6236085454532,233.51491644417808,335.3029738835228,335.5992812040161,-1.395968,36.752010600000006
287114.03,287114,1991,30,,,,3rd migration location,,,,,Dholuo,3,Casual employment/temporary worker,Casual employment/temporary worker,Teacher,,Yes,1,,,,,,
287114.04,287114,1991,30,,,,4th migration location,,,,,Dholuo,3,Casual employment/temporary worker,Casual employment/temporary worker,Teacher,,Yes,1,,,,,,
287114.05,287114,1991,30,362,0,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",335.3029738835228,0.0,,Dholuo,3,Casual employment/temporary worker,Casual employment/temporary worker,Teacher,,Yes,1,0.0,0.0,335.3029738835228,335.5992812040161,-1.395968,36.752010600000006
287114.06,287114,1991,30,412,50,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",335.3029738835228,0.0,,Dholuo,3,Casual employment/temporary worker,Casual employment/temporary worker,Teacher,,Yes,1,0.0,0.0,335.3029738835228,335.5992812040161,-1.395968,36.752010600000006
287114.07,287114,1991,30,418,6,,aspiration 2-6 months,,,,,Dholuo,3,Casual employment/temporary worker,Casual employment/temporary worker,Teacher,,Yes,1,,,,,,
287114.08,287114,1991,30,436,18,,planned move 2 yrs,,,,,Dholuo,3,Casual employment/temporary worker,Casual employment/temporary worker,Teacher,,Yes,1,,,,,,
287114.09,287114,1991,30,532,96,,planned move 10 yrs,,,,,Dholuo,3,Casual employment/temporary worker,Casual employment/temporary worker,Teacher,,Yes,1,,,,,,
287114.1,287114,1991,30,652,120,,planned move retirement,,,,,Dholuo,3,Casual employment/temporary worker,Casual employment/temporary worker,Teacher,,Yes,1,,,,,,
287123.0,287123,1989,32,0,264,"('Mugono', 'Uvira', 'Kenya')",origin,"(-1.395968, 36.752010600000006)",0,0,,Kinyamulenge,0,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Lady,,Yes,1,0,0,0,0,-1.395968,36.752010600000006
287123.01,287123,1989,32,,,"('Ongata Rongai', 'Nairobi', 'Kenya')",1st migration location,,,,,Kinyamulenge,0,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Lady,,Yes,1,,,,,,
287123.02,287123,1989,32,,,,2nd migration location,,,,,Kinyamulenge,0,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Lady,,Yes,1,,,,,,
287123.03,287123,1989,32,,,,3rd migration location,,,,,Kinyamulenge,0,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Lady,,Yes,1,,,,,,
287123.04,287123,1989,32,,,,4th migration location,,,,,Kinyamulenge,0,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Lady,,Yes,1,,,,,,
287123.05,287123,1989,32,264,0,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",0.0,0.0,,Kinyamulenge,0,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Lady,,Yes,1,0.0,0.0,0.0,0.0,-1.395968,36.752010600000006
287123.06,287123,1989,32,384,120,"('Ongata Rongai', 'Nairobi', 'Kenya')",current location,"(-1.395968, 36.752010600000006)",0.0,0.0,,Kinyamulenge,0,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Lady,,Yes,1,0.0,0.0,0.0,0.0,-1.395968,36.752010600000006
287123.07,287123,1989,32,390,6,,aspiration 2-6 months,,,,,Kinyamulenge,0,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Lady,,Yes,1,,,,,,
287123.08,287123,1989,32,408,18,,planned move 2 yrs,,,,,Kinyamulenge,0,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Lady,,Yes,1,,,,,,
287123.09,287123,1989,32,504,96,,planned move 10 yrs,,,,,Kinyamulenge,0,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Lady,,Yes,1,,,,,,
287123.1,287123,1989,32,624,120,,planned move retirement,,,,,Kinyamulenge,0,Self-employed (run small business/income generation project),Self-employed (run small business/income generation project),Business Lady,,Yes,1,,,,,,
287124.0,287124,1980,41,0,360,"('Igembe', 'Meru Town', 'Kenya')",origin,"(-9.108474099999999, 33.4875941)",0,0,,Kimiiru,1,Unemployed,Unemployed ,Nursing,2000.0,Yes,4,0,0,0,0,-9.108474099999999,33.4875941
