index,SITE_CODE,8 Identify City ,203b,203b_theme,205c,205c_theme,207b,207b_theme,210b,210b_theme,215,215_theme,217,217_theme
285996,285996,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286001,286001,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286003,286003,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286004,286004,Accra ,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286012,286012,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286015,286015,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286017,286017,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286019,286019,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286020,286020,Accra ,Education (for self or others),Education,Education (for self or others),Education,Education (for self or others),Education,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286021,286021,Accra ,Needed more space,Housing,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286022,286022,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286024,286024,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286030,286030,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286049,286049,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286051,286051,Accra ,Access to work,Work,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer)
286054,286054,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286055,286055,Nairobi ,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286057,286057,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286058,286058,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286059,286059,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286061,286061,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286064,286064,Accra ,Family reasons (unification / escape),Kin,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286065,286065,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286066,286066,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286067,286067,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286068,286068,Accra ,Education (for self or others),Education,Access to work,Work,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286069,286069,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286070,286070,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286071,286071,Accra ,Education (for self or others),Education,Cost of rent (too high& somewhere else much cheaper),Housing,Cost of rent (too high& somewhere else much cheaper),Housing,Access to work or economic opportunities,Work,-1,(No Answer),-1,(No Answer)
286335,286335,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286337,286337,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286353,286353,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286355,286355,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286356,286356,Nairobi ,Education (for self or others),Education,Education (for self or others),Education,Education (for self or others),Education,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286361,286361,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286366,286366,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286374,286374,Nairobi ,Education (for self or others),Education,Access to work,Work,Access to work,Work,Cost of rent (too high& somewhere else much cheaper),Housing,-1,(No Answer),-1,(No Answer)
286375,286375,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286376,286376,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286379,286379,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286386,286386,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286389,286389,Nairobi ,Education (for self or others),Education,Access to work,Work,Access to work,Work,Education (for self or others) ,Education,-1,(No Answer),-1,(No Answer)
286393,286393,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286396,286396,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286400,286400,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286404,286404,Nairobi ,Education (for self or others),Education,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286405,286405,Accra ,Access to work,Work,Crime or insecurity,Safety,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer)
286410,286410,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286411,286411,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286416,286416,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286427,286427,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286432,286432,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286435,286435,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286442,286442,Nairobi ,Access to work,Work,Cost of rent (too high& somewhere else much cheaper),Housing,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286443,286443,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286444,286444,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286445,286445,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286450,286450,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286451,286451,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286453,286453,Nairobi ,Access to work,Work,Friends in the area,Kin,Friends in the area,Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286456,286456,Johannesburg,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286457,286457,Nairobi ,Access to education or training,Education,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286458,286458,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286460,286460,Nairobi ,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286463,286463,Accra ,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,Access to work,Work,Access to work or economic opportunities,Work
286465,286465,Accra ,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286468,286468,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286469,286469,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286470,286470,Johannesburg,Political reason,Safety,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286471,286471,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286474,286474,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286475,286475,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286484,286484,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286485,286485,Accra ,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286486,286486,Nairobi ,Education (for self or others),Education,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286487,286487,Nairobi ,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286489,286489,Nairobi ,Education (for self or others),Education,Access to work,Work,Access to work,Work,Job change or loss,Work,-1,(No Answer),-1,(No Answer)
286490,286490,Nairobi ,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286491,286491,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286492,286492,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286495,286495,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286498,286498,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286500,286500,Johannesburg,Access to work,Work,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer)
286501,286501,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286503,286503,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286508,286508,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286509,286509,Nairobi ,Cost of rent (too high& somewhere else much cheaper),Housing,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286512,286512,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286513,286513,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286516,286516,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286517,286517,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286518,286518,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286520,286520,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286526,286526,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286530,286530,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286534,286534,Nairobi ,Access to work,Work,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer)
286537,286537,Accra ,Family reasons (unification / escape),Kin,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286540,286540,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286542,286542,Johannesburg,Cost of rent (too high& somewhere else much cheaper),Housing,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286543,286543,Johannesburg,Needed more space,Housing,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286545,286545,Johannesburg,Cost of rent (too high& somewhere else much cheaper),Housing,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286550,286550,Accra ,Access to work,Work,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286552,286552,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286553,286553,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286554,286554,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286558,286558,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286559,286559,Johannesburg,Marriage or moving in with partner,Kin,Family reasons (unification / escape),Kin,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286560,286560,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286567,286567,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286572,286572,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286573,286573,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286582,286582,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286589,286589,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286596,286596,Accra ,Needed more space,Housing,Education (for self or others),Education,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286597,286597,Accra ,Access to work,Work,Access to work,Work,Needed more space,Housing,Crime or insecurity,Safety,-1,(No Answer),-1,(No Answer)
286607,286607,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286610,286610,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286616,286616,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286617,286617,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286624,286624,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286629,286629,Accra ,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,Access to work,Work,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer)
286650,286650,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286651,286651,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286652,286652,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286668,286668,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286669,286669,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286696,286696,Accra ,Crime or insecurity,Safety,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286729,286729,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286732,286732,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286734,286734,Accra ,Family reasons (unification / escape),Kin,Access to work,Work,Access to work,Work,Access to work,Work,Access to work,Work,Retirement,Restart
286735,286735,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286736,286736,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286750,286750,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286754,286754,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286755,286755,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
286757,286757,Accra ,Family reasons (unification / escape),Kin,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
286759,286759,Accra ,Education (for self or others),Education,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287048,287048,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287050,287050,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287058,287058,Nairobi ,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
287060,287060,Nairobi ,Evicted,Housing,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer)
287063,287063,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287064,287064,Nairobi ,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287065,287065,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287070,287070,Nairobi ,Access to work,Work,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer)
287073,287073,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287076,287076,Nairobi ,Evicted,Housing,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer)
287082,287082,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287083,287083,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287084,287084,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287086,287086,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287087,287087,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287099,287099,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287103,287103,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287106,287106,Nairobi ,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
287114,287114,Nairobi ,Education (for self or others),Education,Completion of education,Education,Cost of rent (too high& somewhere else much cheaper),Housing,-1,(No Answer),-1,(No Answer),-1,(No Answer)
287117,287117,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287123,287123,Nairobi ,Crime or insecurity,Safety,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287124,287124,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287129,287129,Accra ,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer)
287131,287131,Nairobi ,Education (for self or others),Education,Education (for self or others),Education,Education (for self or others),Education,-1,(No Answer),-1,(No Answer),-1,(No Answer)
287132,287132,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287138,287138,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287139,287139,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287145,287145,Nairobi ,Access to work,Work,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
287147,287147,Accra ,Access to work,Work,Crime or insecurity,Safety,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
287156,287156,Nairobi ,Education (for self or others),Education,Access to work,Work,Cost of rent (too high& somewhere else much cheaper),Housing,-1,(No Answer),-1,(No Answer),-1,(No Answer)
287158,287158,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287159,287159,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287160,287160,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287163,287163,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287165,287165,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287166,287166,Nairobi ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287178,287178,Accra ,Access to work or economic opportunities,Work,New business or expansion,Work,Access to work or economic opportunities,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
287180,287180,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287195,287195,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287196,287196,Johannesburg,Needed more space,Housing,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
287200,287200,Nairobi ,Education (for self or others),Education,Completion of education,Education,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer)
287201,287201,Accra ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287202,287202,Accra ,Cultural reasons (language& to be close to other countrymen),Kin,Access to work,Work,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer)
287203,287203,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287205,287205,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287206,287206,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287207,287207,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287208,287208,Johannesburg,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287209,287209,Nairobi ,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287212,287212,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287215,287215,Johannesburg,Family reasons (unification / escape),Kin,Marriage or moving in with partner,Kin,Marriage or moving in with partner,Kin,-1,(No Answer),-1,(No Answer),-1,(No Answer)
287216,287216,Johannesburg,Access to work,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287218,287218,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287219,287219,Johannesburg,Job change or loss,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287230,287230,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287231,287231,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287232,287232,Johannesburg,Job change or loss,Work,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287234,287234,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287235,287235,Accra ,Education (for self or others),Education,Access to work,Work,Access to work,Work,Family reasons (unification / escape),Kin,-1,(No Answer),-1,(No Answer)
287239,287239,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287241,287241,Johannesburg,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287245,287245,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287246,287246,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
287249,287249,Accra ,-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer),-1,(No Answer)
