index,203b_theme,205c_theme,207b_theme,210b_theme,215_theme,217_theme,count
285099,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285101,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285103,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285104,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285106,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285107,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285108,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285109,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285350,Work,(No Answer),Work,Housing,(No Answer),(No Answer),1
285362,Work,(No Answer),Work,Housing,(No Answer),(No Answer),1
285376,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285383,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285430,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285434,Kin,(No Answer),Kin,(No Answer),(No Answer),(No Answer),1
285452,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285456,Work,Kin,Work,(No Answer),(No Answer),(No Answer),1
285459,Work,Housing,Work,(No Answer),(No Answer),(No Answer),1
285461,Education,Work,Work,(No Answer),(No Answer),(No Answer),1
285462,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285463,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285464,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285465,Work,Work,Work,Work,Work,Safety,1
285471,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285474,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285477,Kin,Housing,Work,(No Answer),(No Answer),(No Answer),1
285478,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285479,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285480,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285482,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285483,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285486,Work,Safety,Work,(No Answer),(No Answer),(No Answer),1
285487,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285488,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
285489,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285780,Safety,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285781,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285785,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285786,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285794,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285798,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285802,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285805,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285806,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285811,Housing,Safety,Safety,Housing,(No Answer),(No Answer),1
285812,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285818,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285819,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
285820,Education,Safety,Kin,(No Answer),(No Answer),(No Answer),1
285825,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285826,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285828,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285829,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285841,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285842,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285851,Work,Kin,Kin,(No Answer),(No Answer),(No Answer),1
285852,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
285854,Safety,Education,Education,(No Answer),(No Answer),(No Answer),1
285855,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285857,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285858,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285866,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285867,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285868,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285869,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285877,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285878,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285883,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285900,Work,Work,Work,Work,(No Answer),(No Answer),1
285910,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285917,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285918,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285925,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285927,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285933,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285935,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285937,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
285952,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285953,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285967,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285972,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285973,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285978,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285986,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285987,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285988,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
285990,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285994,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
285996,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286001,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286003,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286004,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
286012,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286015,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286017,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286019,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286020,Education,Education,Education,(No Answer),(No Answer),(No Answer),1
286021,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286022,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286024,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286030,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286049,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286051,Work,Work,Work,Work,(No Answer),(No Answer),1
286054,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286055,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
286057,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286058,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286059,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286061,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286064,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
286065,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286066,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286067,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286068,Education,Work,Kin,(No Answer),(No Answer),(No Answer),1
286069,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286070,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286071,Education,Housing,Housing,Work,(No Answer),(No Answer),1
286335,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286337,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286353,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286355,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286356,Education,Education,Education,(No Answer),(No Answer),(No Answer),1
286361,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286366,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286374,Education,Work,Work,Housing,(No Answer),(No Answer),1
286375,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286376,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286379,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286386,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286389,Education,Work,Work,Education,(No Answer),(No Answer),1
286393,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286396,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286400,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286404,Education,Work,Work,(No Answer),(No Answer),(No Answer),1
286405,Work,Safety,Work,Work,(No Answer),(No Answer),1
286410,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286411,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286416,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286427,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286432,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286435,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286442,Work,Housing,Work,(No Answer),(No Answer),(No Answer),1
286443,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286444,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286445,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286450,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286451,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286453,Work,Kin,Kin,(No Answer),(No Answer),(No Answer),1
286456,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
286457,Education,Work,Work,(No Answer),(No Answer),(No Answer),1
286458,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286460,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
286463,Kin,Kin,Kin,Kin,Work,Work,1
286465,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
286468,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286469,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286470,Safety,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286471,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286474,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286475,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286484,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286485,Kin,Kin,Kin,(No Answer),(No Answer),(No Answer),1
286486,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286487,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
286489,Education,Work,Work,Work,(No Answer),(No Answer),1
286490,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286491,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286492,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286495,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286498,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286500,Work,Work,Work,Work,(No Answer),(No Answer),1
286501,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286503,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286508,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286509,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286512,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286513,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286516,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286517,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286518,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286520,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286526,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286530,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286534,Work,Work,Work,Work,(No Answer),(No Answer),1
286537,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
286540,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286542,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286543,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286545,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286550,Work,Kin,Kin,(No Answer),(No Answer),(No Answer),1
286552,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286553,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286554,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286558,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286559,Kin,Kin,Work,(No Answer),(No Answer),(No Answer),1
286560,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286567,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286572,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286573,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286582,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286589,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286596,Housing,Education,Work,(No Answer),(No Answer),(No Answer),1
286597,Work,Work,Housing,Safety,(No Answer),(No Answer),1
286607,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286610,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286616,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286617,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286624,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286629,Kin,Kin,Work,Kin,(No Answer),(No Answer),1
286650,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286651,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286652,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286668,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286669,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286696,Safety,Work,Work,(No Answer),(No Answer),(No Answer),1
286729,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286732,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286734,Kin,Work,Work,Work,Work,Restart,1
286735,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286736,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286750,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286754,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286755,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
286757,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
286759,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287048,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287050,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287058,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
287060,Housing,Work,Work,Work,(No Answer),(No Answer),1
287063,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287064,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287065,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287070,Work,Work,Work,Work,(No Answer),(No Answer),1
287073,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287076,Housing,Kin,Kin,(No Answer),(No Answer),(No Answer),1
287082,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287083,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287084,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287086,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287087,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287099,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287103,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287106,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
287114,Education,Education,Housing,(No Answer),(No Answer),(No Answer),1
287117,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287123,Safety,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287124,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287129,Kin,Kin,Kin,Kin,(No Answer),(No Answer),1
287131,Education,Education,Education,(No Answer),(No Answer),(No Answer),1
287132,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287138,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287139,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287145,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
287147,Work,Safety,Work,(No Answer),(No Answer),(No Answer),1
287156,Education,Work,Housing,(No Answer),(No Answer),(No Answer),1
287158,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287159,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287160,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287163,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287165,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287166,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287178,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
287180,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287195,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287196,Housing,Work,Work,(No Answer),(No Answer),(No Answer),1
287200,Education,Education,Kin,(No Answer),(No Answer),(No Answer),1
287201,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287202,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
287203,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287205,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287206,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287207,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287208,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287209,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287212,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287215,Kin,Kin,Kin,(No Answer),(No Answer),(No Answer),1
287216,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287218,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287219,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287230,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287231,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287232,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287234,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287235,Education,Work,Work,Kin,(No Answer),(No Answer),1
287239,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287241,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287245,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287246,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287249,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287259,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287261,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287264,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287273,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
287278,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287281,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287289,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287298,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287302,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287309,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287313,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287322,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
287383,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287389,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287390,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287391,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287392,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287395,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
287398,Work,Housing,Work,(No Answer),(No Answer),(No Answer),1
287402,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287404,Restart,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287405,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287406,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287407,Education,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287609,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
287638,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287639,(No Answer),Kin,Kin,(No Answer),(No Answer),(No Answer),1
287640,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287646,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
287649,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287650,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287654,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287655,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287662,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287663,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287664,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287665,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287669,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287671,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287672,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287676,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287677,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287681,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287682,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287683,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
287685,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
287689,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287696,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287699,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287703,Kin,Kin,Kin,(No Answer),(No Answer),(No Answer),1
287705,Work,Work,Work,(No Answer),(No Answer),(No Answer),1
287706,Work,Housing,Work,(No Answer),(No Answer),(No Answer),1
287707,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287709,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287711,Kin,Kin,Kin,Kin,(No Answer),(No Answer),1
287712,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287713,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287717,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287724,Work,Restart,Restart,(No Answer),(No Answer),(No Answer),1
287725,Kin,Work,Work,(No Answer),(No Answer),(No Answer),1
287726,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287727,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287729,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287751,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287767,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287769,Kin,Housing,Work,(No Answer),(No Answer),(No Answer),1
287770,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287774,Education,Education,Education,(No Answer),(No Answer),(No Answer),1
287775,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287780,Kin,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
287781,Restart,Work,Work,(No Answer),(No Answer),(No Answer),1
287784,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288052,Education,Kin,Work,(No Answer),(No Answer),(No Answer),1
288073,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288074,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288075,Housing,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288076,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
288077,Work,(No Answer),(No Answer),(No Answer),(No Answer),(No Answer),1
