,ID,ID_ordered,location,dist,azimuth,lat,lon,location_type,max_dist_moves,grouping,location_l,location_near,location_country,city_8,neighborhood_9,orig_country_103,gender_4,employment_status_303,number_moves_200,work_kind_307,migrant_status_3,ethnic_group_106,mother_tongue_115,refugee_214,send_money_310,financial_support_320,retireOrigindist,retireOriginaz,geometry,lat_d,lon_d,in_thm,move_count,In_No_Answer,In_Education,In_Housing,In_Kin,In_Restart,In_Safety,In_Work,location_out,geometry_out,out_thm,move_count_out,Out_No_Answer,Out_Education,Out_Housing,Out_Kin,Out_Remain,Out_Restart,Out_Safety,Out_Work
2828,287392,287392.02,"('Nungua', 'Accra', 'Ghana')",13.554746662189745,-0.7696064313753559,-0.0796664,5.601766099999999,202,14.8727744293017,moves200,Nungua,Accra,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),Yes,Ga,Ga,No,No,Yes,,,POINT (-0.07966640018418047 5.601766100025657),5.601766099999999,-0.0796664,Work,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"('Rosetenville', 'Johannesburg', 'South Africa')",POINT (28.04972200047001 -26.20500000004989),,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2829,287392,287392.03,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,14.8727744293017,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),Yes,Ga,Ga,No,No,Yes,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2830,287392,287392.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,14.8727744293017,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),4,Self-employed (run small business/income generation project),Yes,Ga,Ga,No,No,Yes,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2831,287395,287395.0,"('Bolgatanga', 'Bolgatanga', 'Ghana')",586.9978464999019,1.689376857420973,-0.8487322,10.7853963,100,586.9978464999019,moves200,Bolgatanga,Bolgatanga,Ghana,Accra,Old Fadama,Ghana,Female,Unemployed ,3,Unemployed,Yes,Mamprusi,Mamprusi ,No,No,No,563.1586496134096,4.754811023264061,POINT (-0.8487321996312289 10.78539629969953),10.7853963,-0.8487322,Kin,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,"('Nelspruit', 'Nelspruit', 'South Africa')",POINT (30.98472199982047 -25.4819440003152),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2832,287395,287395.01,"('Madina', 'Accra', 'Ghana')",16.476146422409087,1.1940699081462878,-0.1677052,5.6864962,202,586.9978464999019,moves200,Madina,Accra,Ghana,Accra,Old Fadama,Ghana,Female,Unemployed ,3,Unemployed,Yes,Mamprusi,Mamprusi ,No,No,No,563.1586496134096,4.754811023264061,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2833,287395,287395.02,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,206,586.9978464999019,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Female,Unemployed ,3,Unemployed,Yes,Mamprusi,Mamprusi ,No,No,No,563.1586496134096,4.754811023264061,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,"('Berea', 'Johannesburg', 'South Africa')",POINT (28.05333330009182 -26.18222219969471),,87.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2834,287395,287395.06,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,9,586.9978464999019,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Ghana,Female,Unemployed ,3,Unemployed,Yes,Mamprusi,Mamprusi ,No,No,No,563.1586496134096,4.754811023264061,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,"('Berea', 'Johannesburg', 'South Africa')",POINT (28.05333330009182 -26.18222219969471),,87.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2836,287398,287398.01,"('Adabraka', 'Kumasi', 'Ghana')",14.126637134028163,-1.9005385460416064,-0.2090724,5.566430400000001,202,194.7759682001657,moves200,Adabraka,Kumasi,Ghana,Accra,Madina,Ghana ,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Akan,Twi,No,Yes,Yes,182.06398893236783,0.6002167774147886,POINT (-0.2090723998712747 5.566430400442755),5.566430400000001,-0.2090724,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Adenta', 'Cape Coast', 'Ghana')",POINT (-0.1687964994587219 5.704139100439193),,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2837,287398,287398.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,194.7759682001657,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana ,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Akan,Twi,No,Yes,Yes,182.06398893236783,0.6002167774147886,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2838,287398,287398.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,194.7759682001657,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana ,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Akan,Twi,No,Yes,Yes,182.06398893236783,0.6002167774147886,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2840,287402,287402.01,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,424.7806036775745,moves200,Madina,Accra,Ghana,Accra,Madina,Ivory Coast,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Kru,Kru,No,Yes,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2841,287402,287402.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,424.7806036775745,moves200,Madina,Accra,Ghana,Accra,Madina,Ivory Coast,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Kru,Kru,No,Yes,No,,,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2843,287404,287404.01,"('Mamprobi', 'Accra', 'Ghana')",3.3072338423847025,-3.137856484498071,-0.2402731,5.5356856,202,929.2959706937306,moves200,Mamprobi,Accra,Ghana,Accra,James Town,Nigeria,Male,Other,2,Self-employed (run small business/income generation project),No,Yoroba,Yoruba,No,Yes,No,308.6089668286842,0.1141703880924139,POINT (-0.2402730994239732 5.535685599610815),5.5356856,-0.2402731,Work,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,"('Katlehong', 'Johannesburg', 'South Africa')",POINT (28.15111100047244 -26.33861100029736),,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2844,287404,287404.06,"('James Town', 'Accra', 'Ghana')",0.01,0.0,-0.2103637,5.535796599999999,9,929.2959706937306,moves200,James Town,Accra,Ghana,Accra,James Town,Nigeria,Male,Other,2,Self-employed (run small business/income generation project),No,Yoroba,Yoruba,No,Yes,No,308.6089668286842,0.1141703880924139,POINT (-0.2103636995249758 5.535796600233027),5.535796599999999,-0.2103637,Work,12.0,0.0,2.0,2.0,3.0,0.0,0.0,12.0,"('James Town', 'Accra', 'Ghana')",POINT (-0.2103636995249758 5.535796600233027),,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2845,287405,287405.0,"('Niamey', 'Niamey', 'Niger')",925.426433739452,1.289201751064207,2.109823,13.524834,100,925.426433739452,moves200,Niamey,Niamey,Niger,Accra,James Town,Niger,Male,Doing casual jobs,1,Doing casual jobs,No,Hausa,Hausa,No,No,No,273.0225380473352,0.4617455586902667,POINT (2.109823000131485 13.5248340004888),13.524834,2.109823,Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"('Ofosu', 'Benin City', 'Nigeria')",POINT (5.139909000200305 6.753128000457025),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2846,287405,287405.06,"('James Town', 'Accra', 'Ghana')",0.01,0.0,-0.2103637,5.535796599999999,9,925.426433739452,moves200,James Town,Accra,Ghana,Accra,James Town,Niger,Male,Doing casual jobs,1,Doing casual jobs,No,Hausa,Hausa,No,No,No,273.0225380473352,0.4617455586902667,POINT (-0.2103636995249758 5.535796600233027),5.535796599999999,-0.2103637,Work,12.0,0.0,2.0,2.0,3.0,0.0,0.0,12.0,"('James Town', 'Accra', 'Ghana')",POINT (-0.2103636995249758 5.535796600233027),,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2847,287406,287406.0,"('Koforidua', 'Koforidua', 'Ghana')",47.21986671610261,1.7921498875227388,-0.2614572,6.100333999999999,100,50.74021032848816,moves200,Koforidua,Koforidua,Ghana,Accra,Madina,Ghana,Female,Voluntary worker (receive no money),3,Voluntary worker (receive no money),Yes,Akuapem,Akuapem,No,No,Yes,45.25217293523946,0.1599891493565393,POINT (-0.2614571994901098 6.100333999714337),6.100333999999999,-0.2614572,Education,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,"('Cotonou', 'Cotonou', 'Benin')",POINT (2.425250700159722 6.367695299798413),Work,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2848,287406,287406.01,"('Nankese', 'Koforidua', 'Ghana')",50.74021032848816,2.04623388777157,-0.3777407,6.0917587,202,50.74021032848816,moves200,Nankese,Koforidua,Ghana,Accra,Madina,Ghana,Female,Voluntary worker (receive no money),3,Voluntary worker (receive no money),Yes,Akuapem,Akuapem,No,No,Yes,45.25217293523946,0.1599891493565393,POINT (-0.377740700173149 6.091758699604327),6.0917587,-0.3777407,Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"('Nkwakwa', 'Koforidua', 'Ghana')",POINT (-0.2614571994901098 6.100333999714337),Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2849,287406,287406.02,"('Yawkyerema', 'Koforidua', 'Ghana')",47.21986671610261,1.7921498875227388,-0.2614572,6.100333999999999,202,50.74021032848816,moves200,Yawkyerema,Koforidua,Ghana,Accra,Madina,Ghana,Female,Voluntary worker (receive no money),3,Voluntary worker (receive no money),Yes,Akuapem,Akuapem,No,No,Yes,45.25217293523946,0.1599891493565393,POINT (-0.2614571994901098 6.100333999714337),6.100333999999999,-0.2614572,Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"('Moeketsi', 'Tzaneen', 'South Africa')",POINT (27.88549009988822 -26.26419300030665),Work,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2850,287406,287406.03,"('Ashaiman', 'Accra', 'Ghana')",15.303950420124467,0.0574139719394666,-0.029529,5.694385,202,50.74021032848816,moves200,Ashaiman,Accra,Ghana,Accra,Madina,Ghana,Female,Voluntary worker (receive no money),3,Voluntary worker (receive no money),Yes,Akuapem,Akuapem,No,No,Yes,45.25217293523946,0.1599891493565393,POINT (-0.02952900006323489 5.694385000467548),5.694385,-0.029529,Work,3.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,"('Congo', 'Nairobi', 'Kenya')",POINT (36.75373651442874 -1.288661649815253),,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2851,287406,287406.04,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,202,50.74021032848816,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Voluntary worker (receive no money),3,Voluntary worker (receive no money),Yes,Akuapem,Akuapem,No,No,Yes,45.25217293523946,0.1599891493565393,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2852,287406,287406.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,50.74021032848816,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Voluntary worker (receive no money),3,Voluntary worker (receive no money),Yes,Akuapem,Akuapem,No,No,Yes,45.25217293523946,0.1599891493565393,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2854,287407,287407.01,"('Cape Coast', 'Cape Coast', 'Ghana')",135.2528069705219,-2.644940392393452,-1.2430793,5.107467,202,135.2528069705219,moves200,Cape Coast,Cape Coast,Ghana,Accra,Madina,Ghana,Male,Unemployed ,1,Unemployed,Yes,Mossi,Hausa,No,No,Yes,15.117567931312635,1.224832227335591,POINT (-1.243079299669887 5.107466999702353),5.107467,-1.2430793,Education,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"('Kongowea', 'Kongowea', 'Kenya')",POINT (39.68386810043262 -4.042265399528446),,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2855,287407,287407.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,135.2528069705219,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Male,Unemployed ,1,Unemployed,Yes,Mossi,Hausa,No,No,Yes,15.117567931312635,1.224832227335591,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2857,287609,287609.01,"('Mallam', 'Accra', 'Ghana')",18.32087390443322,-2.391796939701648,-0.2889602,5.5743359,202,124.83746544881583,moves200,Mallam,Accra,Ghana,Accra,Madina,Ghana,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Ewe,Ewe,No,Yes,No,176.84503372427972,1.5148061848231154,POINT (-0.2889601997533759 5.574335899882044),5.5743359,-0.2889602,Work,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"('Nima', 'Accra', 'Ghana')",POINT (-0.1987684993666221 5.582025200502585),Work,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
2858,287609,287609.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,124.83746544881583,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Ewe,Ewe,No,Yes,No,176.84503372427972,1.5148061848231154,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2859,287609,287609.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,124.83746544881583,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Ewe,Ewe,No,Yes,No,176.84503372427972,1.5148061848231154,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2861,287638,287638.06,"('Katlehong', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,9,280.19777415516705,moves200,Katlehong,Johannesburg,South Africa,Johannesburg,Katlehong ,South Africa,Male,Unemployed ,3,Unemployed,Yes,Swati,Swati,No,Yes,No,,,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"('Karen', 'Nairobi', 'Kenya')",POINT (36.70496760007472 -1.328374599807887),Work,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2863,287639,287639.01,"('Apirede', 'Accra', 'Ghana')",40.0383195009323,1.3250989616500366,-0.0796294,6.0353651,202,40.0383195009323,moves200,Apirede,Accra,Ghana,Accra,Madina,Ghana ,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Guan,Cherepon,No,Yes,No,21.579865033129003,0.424357027820577,POINT (-0.07962939937721103 6.035365100019419),6.0353651,-0.0796294,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"('Apirede', 'Accra', 'Ghana')",POINT (-0.07962939937721103 6.035365100019419),Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2864,287639,287639.02,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,206,40.0383195009323,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana ,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Guan,Cherepon,No,Yes,No,21.579865033129003,0.424357027820577,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2865,287639,287639.06,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,9,40.0383195009323,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana ,Female,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Guan,Cherepon,No,Yes,No,21.579865033129003,0.424357027820577,POINT (-0.1677052000349022 5.686496199640033),5.6864962,-0.1677052,Work,66.0,0.0,5.0,0.0,21.0,2.0,1.0,66.0,"('Madina', 'Accra', 'Ghana')",POINT (-0.1677052000349022 5.686496199640033),,88.0,88.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2867,287640,287640.01,"('Thokoza', 'Germiston', 'South Africa')",118.44396325284514,0.9162904573375034,28.7983333,-25.3761111,202,490.8959287763992,moves200,Thokoza,Germiston,South Africa,Johannesburg,Katlehong ,Mozambique,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Maronga,Xironga,No,Yes,Yes,,,POINT (28.7983333000418 -25.37611110024704),-25.3761111,28.7983333,Work,4.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,"('Thokoza', 'Germiston', 'South Africa')",POINT (28.7983333000418 -25.37611110024704),,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2868,287640,287640.06,"('Katlehong', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,9,490.8959287763992,moves200,Katlehong,Johannesburg,South Africa,Johannesburg,Katlehong ,Mozambique,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Maronga,Xironga,No,Yes,Yes,,,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"('Karen', 'Nairobi', 'Kenya')",POINT (36.70496760007472 -1.328374599807887),Work,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2870,287646,287646.01,"('Agbara', 'Lagos', 'Nigeria')",382.5250440140278,0.2816150350476231,3.1004891,6.5046932,202,382.5250440140278,moves200,Agbara,Lagos,Nigeria,Accra,Old Fadama,Nigeria,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Yoruba,Yoruba,No,Yes,No,,,POINT (3.10048910009192 6.504693199931296),6.5046932,3.1004891,Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"('Agbogba', 'Accra', 'Ghana')",POINT (-0.1984464998060957 5.691857900122045),,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2871,287646,287646.02,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,206,382.5250440140278,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Nigeria,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Yoruba,Yoruba,No,Yes,No,,,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,"('Berea', 'Johannesburg', 'South Africa')",POINT (28.05333330009182 -26.18222219969471),,87.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2872,287646,287646.06,"('Old Fadama', 'Accra', 'Ghana')",0.01,0.0,-0.2225215999999999,5.5488671,9,382.5250440140278,moves200,Old Fadama,Accra,Ghana,Accra,Old Fadama,Nigeria,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Yoruba,Yoruba,No,Yes,No,,,POINT (-0.2225216000917385 5.548867100436439),5.5488671,-0.2225215999999999,Work,64.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,"('Berea', 'Johannesburg', 'South Africa')",POINT (28.05333330009182 -26.18222219969471),,87.0,87.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2873,287649,287649.0,"('Addis Ababa', 'Addis Ababa', 'Ethiopia')",3465.117883398661,1.062918073407381,38.761252500000005,9.0107934,100,3465.117883398661,moves200,Addis Ababa,Addis Ababa,Ethiopia,Johannesburg,Katlehong ,Ethiopia,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Amharic,Amharic,No,Yes,No,,,POINT (38.76125250000291 9.010793399795659),9.0107934,38.761252500000005,Kin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"('Adenta', 'Medina', 'Ghana')",POINT (-0.1687964994587219 5.704139100439193),Kin,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2874,287649,287649.06,"('Katlehong', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,9,3465.117883398661,moves200,Katlehong,Johannesburg,South Africa,Johannesburg,Katlehong ,Ethiopia,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Amharic,Amharic,No,Yes,No,,,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"('Karen', 'Nairobi', 'Kenya')",POINT (36.70496760007472 -1.328374599807887),Work,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2876,287650,287650.06,"('James Town', 'Accra', 'Ghana')",0.01,0.0,-0.2103637,5.535796599999999,9,894.9547053746669,moves200,James Town,Accra,Ghana,Accra,James Town,Burkina Faso,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Moosi,Moore,No,No,No,,,POINT (-0.2103636995249758 5.535796600233027),5.535796599999999,-0.2103637,Work,12.0,0.0,2.0,2.0,3.0,0.0,0.0,12.0,"('James Town', 'Accra', 'Ghana')",POINT (-0.2103636995249758 5.535796600233027),,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2878,287654,287654.06,"('Katlehong', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,9,490.8959287763992,moves200,Katlehong,Johannesburg,South Africa,Johannesburg,Katlehong ,Mozambique,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Tsonga,Tsonga,No,Yes,No,0.0,0.0,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"('Karen', 'Nairobi', 'Kenya')",POINT (36.70496760007472 -1.328374599807887),Work,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2880,287655,287655.06,"('Katlehong', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,9,591.4532496060774,moves200,Katlehong,Johannesburg,South Africa,Johannesburg,Katlehong ,Mozambique,Male,Self-employed (run small business/income generation project),0,Self-employed (run small business/income generation project),No,Tsonga,Tsonga,No,No,Yes,0.0,0.0,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"('Karen', 'Nairobi', 'Kenya')",POINT (36.70496760007472 -1.328374599807887),Work,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2881,287662,287662.0,"('Bulawayo', 'Bulawayo', 'Zimbabwe')",607.9063028566969,1.4653656639356925,28.5887063,-20.1560599,100,607.9063028566969,moves200,Bulawayo,Bulawayo,Zimbabwe,Johannesburg,Katlehong ,Zimbabwe,Female,Unemployed ,99,Unemployed,No,Ndebele,Ndebele,No,Yes,Yes,87.21097023346067,0.1927550635257711,POINT (28.58870629985586 -20.15605990004423),-20.1560599,28.5887063,Restart,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"('Braamfisher', 'Johannesburg', 'South Africa')",POINT (28.04972200047001 -26.20500000004989),Restart,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2882,287662,287662.06,"('Katlehong', 'Johannesburg', 'South Africa')",0.01,3.141592653589793,28.151111,-26.338611,9,607.9063028566969,moves200,Katlehong,Johannesburg,South Africa,Johannesburg,Katlehong ,Zimbabwe,Female,Unemployed ,99,Unemployed,No,Ndebele,Ndebele,No,Yes,Yes,87.21097023346067,0.1927550635257711,POINT (28.15111100047244 -26.33861100029736),-26.338611,28.151111,Work,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"('Karen', 'Nairobi', 'Kenya')",POINT (36.70496760007472 -1.328374599807887),Work,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
