,Unnamed: 0,ID,ID_ordered,location,dist,azimuth,lat,lon,location_type,max_dist_moves,grouping,location_l,location_near,location_country,city_8,neighborhood_9,orig_country_103,gender_4,employment_status_303,number_moves_200,work_kind_307,migrant_status_3,ethnic_group_106,mother_tongue_115,refugee_214,send_money_310,financial_support_320,retireOrigindist,retireOriginaz,Q100_1,Q100_1_URX,Q100_1_URUN,Q100_1_URACMS,Q100_1_URXc,Non-Urban City,Non-Urban Town,Non-Urban Village,Unclassified City,Unclassified Town,Unclassified Village,Urban City,Urban Town,Urban Village
656,1909,284961,284961.0,"('Sawla', 'Sawla', 'Ghana')",480.0507659314381,2.1004508463888576,-2.4139258,9.2727455,100,480.0507659314381,moves200,Sawla,Sawla,Ghana,Accra,Old Fadama,Ghana,Male,Working full-time (formal/informal sector),4,Working full-time (formal/informal sector),Yes,Gonga,Dagarie,No,Yes,No,18.403659502212008,0.0448650982844842,"('Sawla', 'Sawla', 'Ghana')",Non-Urban Town,Non-Urban,Town,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,1911,284963,284963.0,"('Nnewi', 'Nnewi', 'Nigeria')",791.2331430833619,0.0659565604959722,6.917180999999999,6.019531,100,791.2331430833619,moves200,Nnewi,Nnewi,Nigeria,Accra,Old Fadama,Nigeria,Male,Doing casual jobs,2,Doing casual jobs,No,Igbo,Igbo,No,No,No,777.8663896403027,2.356854466887345,"('Nnewi', 'Nnewi', 'Nigeria')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
658,1914,284966,284966.0,"('Odumase', 'Odumase', 'Ghana')",302.1225281094931,2.4737218147082447,-2.3125567000000005,7.3682977,100,302.1225281094931,moves200,Odumase,Odumase,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Dangme,Krobokrobo,No,No,Yes,,,"('Odumase', 'Odumase', 'Ghana')",Non-Urban Town,Non-Urban,Town,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,1918,284997,284997.0,"('Accra', 'Accra', 'Ghana')",2.5260002562775066,0.3717434886604897,-0.2012376,5.5571096,100,2.5260002562775066,moves200,Accra,Accra,Ghana,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Gur,Kokomba,No,No,No,432.1762237316181,1.357642729017818,"('Accra', 'Accra', 'Ghana')",Urban Town,Urban,Town,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0
660,1920,284998,284998.0,"('Abeokuta', 'Abeokuta', 'Nigeria')",432.6087594014844,0.4291978289745879,3.3467344,7.1547129,100,432.6087594014844,moves200,Abeokuta,Abeokuta,Nigeria,Accra,James Town,Nigeria ,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Yoruba,Yoruba,No,No,No,,,"('Abeokuta', 'Abeokuta', 'Nigeria')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
661,1923,285004,285004.0,"('Orlu', 'Orlu', 'Nigeria')",803.7458740906458,0.0370906842912751,7.0409322202359785,5.8179105,100,821.0374313476071,moves200,Orlu,Orlu,Nigeria,Accra,Old Fadama,Nigeria,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Ibo,Ibo,No,Yes,No,,,"('Orlu', 'Orlu', 'Nigeria')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
662,1926,285006,285006.0,"('Accra', 'Accra', 'Ghana')",14.8727744293017,-1.8227598953945456,-0.2012376,5.5571096,100,14.8727744293017,moves200,Accra,Accra,Ghana,Accra,Madina,Ghana,Male,Self-employed (run small business/income generation project),0,Self-employed (run small business/income generation project),Yes,Ewe,Ga,No,No,No,,,"('Accra', 'Accra', 'Ghana')",Urban Town,Urban,Town,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0
663,1928,285007,285007.0,"('Maradi', 'Maradi', 'Niger')",1182.9322722251634,0.8208643255965684,7.102534,13.501206,100,1182.9322722251634,moves200,Maradi,Maradi,Niger,Accra,Madina,Niger,Male,Doing casual jobs,3,Doing casual jobs,No,Hausa,Hausa,No,No,No,779.8997535732311,0.6071962063550099,"('Maradi', 'Maradi', 'Niger')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
664,1932,285011,285011.0,"('Kumasi', 'Kumasi', 'Ghana')",202.81944434364016,2.450030222561114,-1.6230403999999998,6.698081,100,202.81944434364016,moves200,Kumasi,Kumasi,Ghana,Accra,James Town,Ghana ,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Asante,Twi,No,Yes,Yes,0.0,0.0,"('Kumasi', 'Kumasi', 'Ghana')",Urban Town,Urban,Town,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0
665,1934,285022,285022.0,"('Adabraka', 'Adabraka', 'Ghana')",2.4564368464493174,0.920524026625745,-0.2090724,5.566430400000001,100,2.4564368464493174,moves200,Adabraka,Adabraka,Ghana,Accra,Old Fadama,Ghana,Female,Other,0,Other (specify),Yes,Dogomba,Dagbani ,No,No,No,,,"('Adabraka', 'Adabraka', 'Ghana')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
666,1936,285023,285023.0,"('Tamale', 'Tamale', 'Ghana')",434.7022239878956,1.7293862176783077,-0.8423985999999999,9.4051992,100,434.7022239878956,moves200,Tamale,Tamale,Ghana,Accra,Old Fadama,Ghana ,Female,Casual employment/temporary worker,2,Doing casual jobs,Yes,Dagomba,Dagomba,No,Yes,No,24.026018182168173,0.0123687177286073,"('Tamale', 'Tamale', 'Ghana')",Urban Town,Urban,Town,17,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,8.0
667,1939,285024,285024.0,"('Accra', 'Accra', 'Ghana')",2.578224076611351,1.1686465786159903,-0.2012376,5.5571096,100,2.578224076611351,moves200,Accra,Accra,Ghana,Accra,James Town,Ghana,Male,Unemployed ,1,Unemployed,Yes,Ga,Ga,No,No,No,,,"('Accra', 'Accra', 'Ghana')",Urban Town,Urban,Town,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0
668,1941,285027,285027.0,"('Kpalime', 'Kpalime', 'Togo')",178.65124060619098,1.013192350382954,0.6323982,6.9106565,100,178.65124060619098,moves200,Kpalime,Kpalime,Togo,Accra,Old Fadama,Togo,Male,Working full-time (formal/informal sector),2,Working full-time (formal/informal sector),Yes,Ewe,Ewe,No,Yes,No,,,"('Kpalime', 'Kpalime', 'Togo')",Urban City,Urban,City,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0
669,1943,285070,285070.0,"('nan', 'Otublohum Street', 'Ghana')",5.255665128981602,1.788948683511223,-0.2206505,5.5818904,100,5.255665128981602,moves200,,Otublohum Street,Ghana,Accra,James Town,Ghana,Female,Self-employed (run small business/income generation project),0,Self-employed (run small business/income generation project),Yes,Ga,Ga,No,No,No,,,"('nan', 'Otublohum Street', 'Ghana')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
670,1945,285073,285073.0,"('Avepozo', 'Lome', 'Togo')",175.43301770108278,0.3104486020904114,1.3430000000000002,6.167999999999999,100,2151.068058676388,moves200,Avepozo,Lome,Togo,Accra,Madina,Togo,Male,Working full-time (formal/informal sector),7,Working full-time (formal/informal sector),No,Ewe,Ewe,No,No,No,,,"('Avepozo', 'Lome', 'Togo')",Urban City,Urban,City,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
671,1950,285079,285079.0,"('Kumasi', 'Kumasi', 'Ghana')",202.81944434364016,2.450030222561114,-1.6230403999999998,6.698081,100,202.81944434364016,moves200,Kumasi,Kumasi,Ghana,Accra,James Town,Ghana,Male,Other,2,Self-employed (run small business/income generation project),Yes,Asante,Asante Twi,No,Yes,No,0.0,0.0,"('Kumasi', 'Kumasi', 'Ghana')",Urban Town,Urban,Town,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0
672,1955,285083,285083.0,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,100,0.0,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana ,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Ga Dangme,Ga,No,Yes,No,,,"('Madina', 'Accra', 'Ghana')",Urban City,Urban,City,19,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
673,1957,285092,285092.0,"('Niamey', 'Niamey', 'Niger')",924.4038733858584,1.2873794586318958,2.109823,13.524834,100,924.4038733858584,moves200,Niamey,Niamey,Niger,Accra,Old Fadama,Niger,Male,Casual employment/temporary worker,3,Casual employment/temporary worker,No,Zamaramma,Zamaramma ,No,Yes,No,,,"('Niamey', 'Niamey', 'Niger')",Urban Town,Urban,Town,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,5.0
674,1961,285094,285094.0,"('Poa', 'Poa', 'Burkina Faso')",770.8861656126724,1.8418879445532357,-2.0836414935874967,12.224174,100,770.8861656126724,moves200,Poa,Poa,Burkina Faso,Accra,Old Fadama,Burkina Faso,Female,Doing casual jobs,5,Doing casual jobs,No,Tuareg,Mossi,No,No,No,11.640491772891892,0.0375442848084175,"('Poa', 'Poa', 'Burkina Faso')",Non-Urban Town,Non-Urban,Town,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,1963,285099,285099.0,"('Mankessim', 'Mankessim', 'Ghana')",104.9726132271,-2.6808347004430564,-1.018031,5.267169,100,104.9726132271,moves200,Mankessim,Mankessim,Ghana,Accra,Madina,Ghana ,Male,University/technikon/correspondence student,3,University/technikon/correspondence student,Yes,Fante,Fante,No,Yes,Yes,5007.047737094368,4.248810523462743,"('Mankessim', 'Mankessim', 'Ghana')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
676,1965,285101,285101.0,"('Bukom', 'Bukom', 'Ghana')",0.3838475185969487,1.9364707852470544,-0.211605,5.5390168,100,0.3838475185969487,moves200,Bukom,Bukom,Ghana,Accra,James Town,Ghana,Male,Casual employment/temporary worker,1,Casual employment/temporary worker,No,Ga,Ga,No,No,No,,,"('Bukom', 'Bukom', 'Ghana')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
677,1967,285103,285103.0,"('Accra', 'Accra', 'Ghana')",14.8727744293017,-1.8227598953945456,-0.2012376,5.5571096,100,14.8727744293017,moves200,Accra,Accra,Ghana,Accra,Madina,Ghana,Female,Working full-time (formal/informal sector),0,Working full-time (formal/informal sector),No,Ga,Ga,No,No,Yes,,,"('Accra', 'Accra', 'Ghana')",Urban Town,Urban,Town,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0
678,1969,285104,285104.0,"('Bamako', 'Bamako', 'Mali')",1156.6672515410378,2.417770739183997,-7.984739136241295,12.61326555,100,1156.6672515410378,moves200,Bamako,Bamako,Mali,Accra,Madina,Mali,Female,Unemployed ,2,Unemployed,No,Bambara,Bambara,No,No,Yes,0.0,0.0,"('Bamako', 'Bamako', 'Mali')",Urban City,Urban,City,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
679,1972,285106,285106.0,"('Nkawkaw', 'Nkawkaw', 'Ghana')",129.00616875943115,2.070960955671198,-0.7698109999999999,6.552795,100,129.00616875943115,moves200,Nkawkaw,Nkawkaw,Ghana,Accra,James Town,Ghana,Male,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Akan Kwahu,Twi,No,No,No,,,"('Nkawkaw', 'Nkawkaw', 'Ghana')",Non-Urban Town,Non-Urban,Town,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,1974,285107,285107.0,"('Madina', 'Madina', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,100,0.0,moves200,Madina,Madina,Ghana,Accra,Madina,Ghana,Female,Unemployed ,0,Unemployed,Yes,Akan,Twi,No,No,Yes,124.83746544881583,0.9717323201500808,"('Madina', 'Madina', 'Ghana')",Urban City,Urban,City,11,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0
681,1976,285108,285108.0,"('Legon', 'Legon', 'Ghana')",4.94276485887162,-2.0999440765517345,-0.1902700537844038,5.64816685,100,4.94276485887162,moves200,Legon,Legon,Ghana,Accra,Madina,Ghana ,Female,Self-employed (run small business/income generation project),1,Self-employed (run small business/income generation project),Yes,Akuapem,Akuapem,No,No,Yes,,,"('Legon', 'Legon', 'Ghana')",Urban Town,Urban,Town,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
682,1978,285109,285109.0,"('Nima', 'Nima', 'Ghana')",12.12622969311407,-1.8579844666426064,-0.1987685,5.5820252,100,12.12622969311407,moves200,Nima,Nima,Ghana,Accra,Madina,Ghana ,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Ewe,Ewe ,No,Yes,Yes,8.725370243676998,1.8565278627027748,"('Nima', 'Nima', 'Ghana')",Urban Town,Urban,Town,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
683,1980,285350,285350.0,"('Aflao', 'Aflao', 'Ghana')",168.60997808944185,0.3837714972318968,1.1914021,6.116047099999999,100,168.60997808944185,moves200,Aflao,Aflao,Ghana,Accra,Old Fadama,Ghana,Female,Doing casual jobs,4,Doing casual jobs,Yes,Ewe,Ewe,No,Yes,Yes,5167.654285883499,1.2526202274969729,"('Aflao', 'Aflao', 'Ghana')",Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
684,1985,285362,285362.0,"('Aflao', 'Aflao', 'Ghana')",168.60997808944185,0.3837714972318968,1.1914021,6.116047099999999,100,168.60997808944185,moves200,Aflao,Aflao,Ghana,Accra,Old Fadama,Ghana,Female,Doing casual jobs,4,Doing casual jobs,Yes,Ewe,Ewe,No,Yes,Yes,5.093414809672254,0.0017247041768064,"('Aflao', 'Aflao', 'Ghana')",Urban Village,Urban,Village,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
685,1990,285376,285376.0,"('Kete Krachi', 'Kete Krachi', 'Ghana')",251.1535275183025,1.4944444762875264,-0.0491399999999999,7.798442,100,251.1535275183025,moves200,Kete Krachi,Kete Krachi,Ghana,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Kokomba,Kokomba ,No,Yes,No,55.02111930873315,0.9378313152658816,"('Kete Krachi', 'Kete Krachi', 'Ghana')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
686,1993,285383,285383.0,"('Lagos', 'Lagos', 'Nigeria')",412.4315844660987,0.2468235108833088,3.3941795,6.4550575,100,412.4315844660987,moves200,Lagos,Lagos,Nigeria,Accra,Old Fadama,Nigeria,Female,Casual employment/temporary worker,2,Casual employment/temporary worker,No,Yoruba,Yoruba,No,Yes,No,0.0428741303913966,0.0418618489093289,"('Lagos', 'Lagos', 'Nigeria')",Unclassified Town,Unclassified,Town,17,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0
687,1995,285430,285430.0,"('Ouagadougou', 'Ouagadougou', 'Burkina Faso')",774.2868959133821,1.760639189558184,-1.5270944,12.3681873,100,774.2868959133821,moves200,Ouagadougou,Ouagadougou,Burkina Faso,Accra,James Town,Burkina Faso,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Bobo,Mossi Momos,No,Yes,No,0.0,0.0,"('Ouagadougou', 'Ouagadougou', 'Burkina Faso')",Urban Town,Urban,Town,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
688,1997,285434,285434.0,"('Owerri', 'Owerri', 'Nigeria')",802.4724302335728,-0.0081631252499475,7.0341973,5.489736,100,802.4724302335728,moves200,Owerri,Owerri,Nigeria,Accra,Old Fadama,Nigeria ,Female,Other,4,Other (specify),No,Igbo,Igbo,No,No,Yes,,,"('Owerri', 'Owerri', 'Nigeria')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
689,2002,285452,285452.0,"('Bekwai', 'Bekwai', 'Ghana')",183.2164515018285,2.5479648500842145,-1.5837496000000002,6.456707,100,183.2164515018285,moves200,Bekwai,Bekwai,Ghana,Accra,James Town,Ghana,Female,Unemployed ,5,Self-employed (run small business/income generation project),No,Akan,Sefwi,No,Yes,No,,,"('Bekwai', 'Bekwai', 'Ghana')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
690,2004,285456,285456.0,"('Niamey', 'Niamey', 'Niger')",924.4038733858584,1.2873794586318958,2.109823,13.524834,100,924.4038733858584,moves200,Niamey,Niamey,Niger,Accra,Old Fadama,Niger,Female,Doing casual jobs,3,Doing casual jobs,No,Hausa,Hausa,No,Yes,Yes,900.564676499366,4.352813624474984,"('Niamey', 'Niamey', 'Niger')",Urban Town,Urban,Town,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,5.0
691,2008,285459,285459.0,"('Bolgatanga', 'Bolgatanga', 'Ghana')",572.5551617947525,1.703008214776505,-0.8487322,10.7853963,100,572.5551617947525,moves200,Bolgatanga,Bolgatanga,Ghana,Accra,Madina,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Frafra,Frafra,No,No,No,0.0,0.0,"('Bolgatanga', 'Bolgatanga', 'Ghana')",Non-Urban Town,Non-Urban,Town,11,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
692,2012,285461,285461.0,"('Agbani', 'Agbani', 'Nigeria')",863.8223935452551,0.0974232968844926,7.551933999999999,6.3079035,100,863.8223935452551,moves200,Agbani,Agbani,Nigeria,Accra,Old Fadama,Nigeria,Female,Other,3,Other (specify),Yes,Igbo,Igbo,No,No,Yes,,,"('Agbani', 'Agbani', 'Nigeria')",Urban Village,Urban,Village,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
693,2016,285462,285462.0,"('Lome', 'Lome', 'Togo')",171.02744497374053,0.3973595335186718,1.215829,6.130419,100,171.02744497374053,moves200,Lome,Lome,Togo,Accra,James Town,Togo,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Kabye,Kabiye,No,Yes,No,6.252239164095641,0.0010066831230352,"('Lome', 'Lome', 'Togo')",Urban Town,Urban,Town,13,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,2.0
694,2018,285463,285463.0,"('Kaneshie', 'Kaneshie', 'Ghana')",5.158768373744619,2.3223660780369166,-0.2422186,5.569655200000001,100,5.158768373744619,moves200,Kaneshie,Kaneshie,Ghana,Accra,James Town,Ghana,Female,Unemployed ,1,Unemployed,Yes,Ga,Ga,No,No,Yes,7.419191368506284,0.3698362781142452,"('Kaneshie', 'Kaneshie', 'Ghana')",Urban Town,Urban,Town,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
695,2020,285464,285464.0,"('Bolgatanga', 'Bolgatanga', 'Ghana')",588.6028063221945,1.691347586764103,-0.8487322,10.7853963,100,588.6028063221945,moves200,Bolgatanga,Bolgatanga,Ghana,Accra,James Town,Ghana,Female,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),Yes,Frafra,Frafrafrafra,No,No,Yes,,,"('Bolgatanga', 'Bolgatanga', 'Ghana')",Non-Urban Town,Non-Urban,Town,11,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
696,2022,285465,285465.0,"('Lome', 'Lome', 'Togo')",160.7659622863131,0.3124041034658343,1.215829,6.130419,100,908.0006897178666,moves200,Lome,Lome,Togo,Accra,Madina,Togo,Female,Working full-time (formal/informal sector),5,Working full-time (formal/informal sector),No,Kotokoli,Kotokoli,No,Yes,Yes,,,"('Lome', 'Lome', 'Togo')",Urban Town,Urban,Town,13,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,2.0
697,2028,285471,285471.0,"('Somanya', 'Somanya', 'Ghana')",66.93166753169999,1.2418785452394814,-0.01483,6.104821,100,66.93166753169999,moves200,Somanya,Somanya,Ghana,Accra,James Town,Ghana,Male,Other,1,Other (specify),Yes,Krobo,Krobo ,No,Yes,No,34.40875507491433,0.0214426226383392,"('Somanya', 'Somanya', 'Ghana')",Non-Urban Town,Non-Urban,Town,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,2030,285474,285474.0,"('Madina', 'Accra', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,100,0.0,moves200,Madina,Accra,Ghana,Accra,Madina,Ghana,Male,Voluntary worker (receive no money),1,Voluntary worker (receive no money),Yes,Dangme,Krobo,No,No,No,,,"('Madina', 'Accra', 'Ghana')",Urban City,Urban,City,19,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0
699,2032,285477,285477.0,"('Millionaire', 'Yamoussoukro', ""Côte d'Ivoire"")",575.7986469798013,2.8962064584374767,-5.273263,6.809107000000001,100,575.7986469798013,moves200,Millionaire,Yamoussoukro,Ivory Coast,Accra,Old Fadama,Ivory Coast,Male,Doing casual jobs,3,Doing casual jobs,No,Bã©Tã©,Bã©Tã©,No,Yes,Yes,4252.403191677662,1.3881201554082836,"('Millionaire', 'Yamoussoukro', ""Côte d'Ivoire"")",Unclassified City,Unclassified,City,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
700,2036,285478,285478.0,"('Cape Coast', 'Cape Coast', 'Ghana')",123.74532857981312,-2.746114263547332,-1.2430793,5.107467,100,123.74532857981312,moves200,Cape Coast,Cape Coast,Ghana,Accra,James Town,Ghana ,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Fanti,Fanti ,No,Yes,No,97.07159441582456,3.4693979956481287,"('Cape Coast', 'Cape Coast', 'Ghana')",Urban Town,Urban,Town,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
701,2039,285479,285479.0,"('Savelugu', 'Savelugu', 'Ghana')",458.72824217006377,1.7170174999497003,-0.8258943000000001,9.6260647,100,458.72824217006377,moves200,Savelugu,Savelugu,Ghana,Accra,Old Fadama,Ghana,Female,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),Yes,Dangomba,Dagbani ,No,Yes,No,0.0,0.0,"('Savelugu', 'Savelugu', 'Ghana')",Non-Urban Village,Non-Urban,Village,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
702,2041,285480,285480.0,"('Ilorin', 'Ilorin', 'Nigeria')",620.6870038650464,0.5585042768793178,4.548048400000001,8.496365699999998,100,620.6870038650464,moves200,Ilorin,Ilorin,Nigeria,Accra,James Town,Nigeria,Male,Unemployed ,2,Unemployed,No,Igbo,Igba,No,No,No,,,"('Ilorin', 'Ilorin', 'Nigeria')",Urban Town,Urban,Town,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
703,2043,285482,285482.0,"('Ogun State', 'Ogun State', 'Nigeria')",431.7400706529409,0.4258340867888096,3.3450438,7.139575999999999,100,431.7400706529409,moves200,Ogun State,Ogun State,Nigeria,Accra,James Town,Nigeria ,Male,Other,1,Self-employed (run small business/income generation project),No,Yoroba,Yoroba ,No,No,No,,,"('Ogun State', 'Ogun State', 'Nigeria')",Urban Town,Urban,Town,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
704,2045,285483,285483.0,"('Madina', 'Madina', 'Ghana')",0.01,0.0,-0.1677052,5.6864962,100,0.0,moves200,Madina,Madina,Ghana,Accra,Madina,Ghana,Female,Unemployed ,1,Unemployed,Yes,Krobo,Krobo,No,Yes,Yes,4.94276485887162,2.0999440765517345,"('Madina', 'Madina', 'Ghana')",Urban City,Urban,City,11,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0
705,2047,285486,285486.0,"('Ojo', 'Ilesa', 'Nigeria')",499.4314949443495,0.5979197482717562,3.5642897,8.215124900000001,100,499.4314949443495,moves200,Ojo,Ilesa,Nigeria,Accra,Madina,Nigeria ,Male,Self-employed (run small business/income generation project),3,Self-employed (run small business/income generation project),No,Yoruba,Yoruba,No,No,No,8022.385037120609,2.379446522826582,"('Ojo', 'Ilesa', 'Nigeria')",Non-Urban City,Non-Urban,City,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,2051,285487,285487.0,"('Sokode', 'Sokode', 'Togo')",411.1701781928341,1.1967376334058415,1.1357851606872318,8.98741755,100,411.1701781928341,moves200,Sokode,Sokode,Togo,Accra,Old Fadama,Togo,Female,Doing casual jobs,2,Doing casual jobs,No,Temba,Kotokoli,No,Yes,No,,,"('Sokode', 'Sokode', 'Togo')",Non-Urban Village,Non-Urban,Village,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
707,2053,285488,285488.0,"('Mampong', 'Mampong', 'Ghana')",204.78384033989997,2.302007168515904,-1.40425,7.056139,100,204.78384033989997,moves200,Mampong,Mampong,Ghana,Accra,Madina,Ghana,Female,Working full-time (formal/informal sector),1,Working full-time (formal/informal sector),Yes,Akan,Twi,No,Yes,No,5.297461298928738,0.007997970788153,"('Mampong', 'Mampong', 'Ghana')",Non-Urban Town,Non-Urban,Town,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,2056,285489,285489.0,"('Kaneshie', 'Old Fadama', 'Ghana')",3.177840796793773,2.3259023067456144,-0.2422186,5.569655200000001,100,3.177840796793773,moves200,Kaneshie,Old Fadama,Ghana,Accra,Old Fadama,Ghana,Female,Working full-time (formal/informal sector),1,Working full-time (formal/informal sector),Yes,Soninke,Serakhulle,No,No,Yes,13.991702850351064,1.5430893556641738,"('Kaneshie', 'Old Fadama', 'Ghana')",Urban City,Urban,City,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
709,2058,285780,285780.0,"('Bukavu', 'Bukavu', 'Democratic Republic of the Congo')",884.3195909044989,-3.017900298055811,28.8336436,-2.51039075,100,884.3195909044989,moves200,Bukavu,Bukavu,Democratic Republic of the Congo,Nairobi,Ongata Rongai,Democratic Republic Of The Congo,Male,Self-employed (run small business/income generation project),2,Self-employed (run small business/income generation project),No,Wanyamrenge,Kinyamrenge,No,No,No,876.4536922001801,0.2776398228816106,"('Bukavu', 'Bukavu', 'Democratic Republic of the Congo')",Urban Village,Urban,Village,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0
710,2061,285781,285781.0,"('Uvira', 'Uvira', 'Democratic Republic of the Congo')",875.2752519281805,-2.9389868177245684,29.00714088737295,-3.1982504,100,875.2752519281805,moves200,Uvira,Uvira,Democratic Republic of the Congo,Nairobi,Ongata Rongai,Democratic Republic Of The Congo,Male,Working full-time (formal/informal sector),3,Working full-time (formal/informal sector),No,Wanyamlenge,Kinyamlenge,No,Yes,No,0.0,0.0,"('Uvira', 'Uvira', 'Democratic Republic of the Congo')",Non-Urban Village,Non-Urban,Village,17,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
